Message,Summary_T5_1,Summary_T5_2,Summary_Bart
" Comfort Suites in Fairview Heights, Illinois needs new help. Who you've got working the front is the face of the hotel... The representative. I wasn't treated in a professional manner by your rep. I hope you remedy that. Hello and thank you for responding. I'm already in the process of speaking with your general manager at the  Ludwig Drive Fairview Heights, Illinois location. The morning attendant wants me to confirm her previously made complaints with her superiors. However, I will still give you the details on the event.

I'm very upset. Front desk attendant was very unprofessional. I don't know if you keep it dark afte at some point at night, but I didn't like how dark the lobby was upon our entrance back to the hotel this morning.

Fast forward...My sofa bed bedding didn't look clean & it was missing the sheets. I called the front desk about it & told me I had to come down to get them. I get down there for the lights to still be turned out & had to be loud alerting him to my presence, stating I was the the person who called a second ago. He emerged from the darkness & handed me the sheets from under the desk. I said, ""I also needed the blanket & pillow case. There were two in the closet with the pillow that looked, in my opinion, used."" Instead of him listening to me about it, he had an attitude. He said, ""just because it looks like it's used, doesn't mean it is."" I said, ""sir, I've stayed here & got the same bed in a bag & it was fine. I've stayed in other hotels utilizing their beds in bags for the sofa beds & had the same clean looking bedding. When it's not, I've requested new bedding."" But, in the middle of me speaking, he walks off. Not only did he have an attitude, but he walked off? Now, the polite thing to do was, at least, act like he was listening, & then tell me he would be back with my requests, but he didn't. He was dismissive. He comes back mumbling something & I say, ""what did you say?"" He says, ""we don't have pillows.""  I said, ""I didn't need a pillow. I need a pillow case because the pillow in the closet was not in its bag & appeared used."" He then says, ""we don't have pillow cases. They're all dirty."" I just stood there for a second. Then, all I could say is, ""ok.""

I left the counter upset. I'm still upset & it's :04A.M. & I'm writing a review. It's not that clean, the mildew smell, I assume, is just how it smells here. Now, we've added your attendant's funky attitude!!!

You might want to do some people skills training. The young man I encountered didn't seem to have any. It sounded like I may have interrupted something. After he walked off in the middle of my talking, I heard someone cough in the dark...I don't know...I don't care. Talk to me, & any other patron to your business, like you've got a desire to keep the job you're working. Rude service. Unpleasant demeanor.

I am not looking for compensation so that it's clear. This is my posted Google review. Didn't want to rewrite the entire situation. 
I also posted pics of how filthy our room was and a video confirming, in fact, things were how they seemed contrary to your night attendant's belief. This stay was under my sister's name: Darnella Pierce. My email address is 

Thanks for responding, as
I appreciate your concern.","The front desk at Comfort Suites in Fairview Heights, Illinois is the face of the hotel. Representative was unprofessional and didn't listen to my requests. He said, ""just because it looks like it's used doesn't mean it is""",hotel staffer says need pillow cases gets mumbled," Comfort Suites in Fairview Heights, Illinois needs new help. Who you've got working the front is the face of the hotel... The representative. I wasn't treated in a professional manner by your rep. I hope you remedy that. Hello and thank you for responding. I'm already in the process of speaking with your general manager at the  Ludwig Drive Fairview Hills, Illinois location. The morning attendant wants me to confirm her previously made complaints with her superiors. However, I"
Hello I have a question,Hello I have a question,question,"Hello I have a question-related-Hello I will be question, 
||Hello I've a question.Hello I'll be a question/Hello I has a question...Hello I can't have a questions of the city-identified-Hello we have a questioning"
"Hello. We recently stayed in the Grand Island Quality Inn & Suites (8/21/21). We were in room  and it  smelled like a bit of mildew.   We noticed repair spots in thw ceiling last night but this morning found mold under the heating/cooling unit. Hotel staff was made aware and provided pictures. We are not angry as these things happen but wanted to make them aware so proper steps can be taken to remedy the situation. 

My purpose in writing here is to inform some sort of upper management for follow up. Our room charges were refunded and we do not wish for anything more (given the repairs be made). I will send it, it's in my husband's car It appears on my credit card that I was actually charged a second time for this room instead of credited. I'm waiting for it to process to be sure",The Grand Island Quality Inn & Suites has refunded our room charges. It appears on my credit card that I was actually charged a second time for this room instead of credited.,room smelled like a bit of mildew hotel staff informed,"Hello. We recently stayed in the Grand Island Quality Inn & Suites (8/21/21). We were in room  and it  smelled like a bit of mildew.   We noticed repair spots in thw ceiling last night but this morning found mold under the heating/cooling unit. Hotel staff was made aware and provided pictures. We are not angry as these things happen but wanted to make them aware so proper steps can be taken to remedy the situation. 
"
"If anyone ever has to travel to pensacola fla, dont stay at surburban extended stay naval base by  it is a DUMP!! Its dirty, smells and the rooms have mold!  wouldnt even back them up when i complained. Putting it on the franchisee. #cheezyoufit #Dump Calvin Tom
Suburban extended stay naval base  Barrancas Ave. Pensacola Fl  /29-07/06/21prepaid on /15/21 rd party rez: Hotel Accomodations -847-4422
Ref#4340 Triple check all  properties before booking reservations. Pay attn to the ratings. Many are dives. Well, Liz, what you want to offer me is NOT even a  night stay. Pretty weak offer i would say. I dont think this is ANY way to try and earn someone's trust back. In fact, i would have to say that it is more of an insult. This is not an acceptable offer. You can speak with the franchisee and have them refund our  night stay amount, or you can give us a  night stay wherever we want within your hotel umbrella. U r wrong. Hotel and amenities were NOT used for  nights. Rez was for  nights and i paid for  nights but we checked out the very NEXT morning. No way we could stay another night in that moldy, smelly room If the books at the hotel state that we stayed p7 nights, or even  nights, they were falsified and legal action will be taken. I have tried to contact the hotel since /01 & the number is not in service. I emailed them with no response. Just bcuz the rez was for a certain number of days, doesnt mean a guest stayed all those days. I bet u find no record of me even staying bcuz i didnt sign anything. Check it out. Well, Fernando, I paid for a  night stay, and you are offering points for a  night stay. Somehow, the math does not work out to me. How does the math look to you? Like it is unequal? Thats becuase it IS UNEQUAL!! Your offer is insulting and not acceptable. I am also letting everyone I know and on all social media platforms about this negative, unacceptable and irresponsible experience. Yes, the credit card company is well aware of this situation as well. I have not asked corporate for any monetary reimbursement. If you take time to read previous messages, i asked corporate to speak with the franchisee to give me the refund.

You want me to feel good about a point compensation? I will accept a ,000 point compensation to make me feel better. A small request to make a customer feel better about your company. I booked  nights during july th weekend. Im sure each day was ,000 points.","Calvin Tom Suburban extended stay naval base in Pensacola, Fla. is a DUMP!! Its dirty, smells and the rooms have mold! Wouldt even back them up when i complained. Putting it on the franchisee.",dont want stay hotel says iââm paying rent,"If anyone ever has to travel to pensacola fla, dont stay at surburban extended stay naval base by  it is a DUMP!! Its dirty, smells and the rooms have mold!  wouldnt even back them up when i complained. Putting it on the franchisee. #cheezyoufit #Dump Calvin Tom
Suburban extended stay navy base  Barrancas Ave. Pensacola Fl  /29-07/06/21prepaid"
"Super disappointed, still have  it heard from manager or any one else. Really should get refund and double the amount of points offered . SMH This was June th          Good evening, I am currently staying at the Clarion , New Hope , PA. I would like to speak to with someone about this hotel, which I would not even call a hotel. This has to be the worst hotel for the money I have ever stayed in. It looks like a converted Motel !  I am staying for a wedding , I will never stay here again. To charge me $170 just because it is New Hope,  Pa is abominable. The king room, smaller than any king room I have been in , is smaller than my bedroom in my house. Outside door to the room ?? This is not what I expect from Choice!!!  AC unit in room loud as anything. To charge anyone over $40 for this room is criminal . It is actually bordering on unsafe. Please need someone to respond and speak with about this. My member number is CXS88997
Cliff I have tried the hotel, no one has called back , the  guest relations line and here I wanted a full or partial refund at the beginning, I was offered  points via here I would like to still have some sort of refund to my cc, I understand all the circumstances to do this, but I think that is fair , plus at least double the points for my inconvenience I would like to please see  points for the inconvenience of this whole matter. It has been a mess. My time and frustration. Thank you Make it  and I will take it and send over the info. I appreciate your time and this situation can be over and we can try to have a better experience at another property Yes , I will take the .  Norton Road Monmouth Junction,NJ .       -421-1274","SMH is staying at the Clarion, New Hope, PA. I would like to speak with someone about this hotel. To charge me $170 just because it is New Hope, Pa is abominable. Really should get refund and double the amount of points offered.",abominable hotel charge me $170 room size,"Super disappointed, still have  it heard from manager or any one else. Really should get refund and double the amount of points offered. SMH This was June th   I  i   Good evening, I am currently staying at the Clarion, New Hope, PA. I would like to speak to with someone about this hotel, which I would not even call a hotel. This has to be the worst hotel for the money I have ever stayed in. It"
"I stayed at Quality Fayetteville and the room carpet was wet and the room has mold. My family woke up not feeling well, went to office and they had the nerve to offer a $25 credit. NO ONE SHOULD BE IN THAT ROOM. I work for a mitgation company and i will be contacting my attorney if not resolved","The room carpet was wet and the room has mold. My family woke up not feeling well, went to office and they had the nerve to offer a $25 credit. NO ONE SHOULD BE IN THAT ROOM. I work for a mitgation company and will be contacting my attorney if not resolved.",room carpet wet and moldy us hotel offers $25 credit,"I stayed at Quality Fayetteville and the room carpet was wet and the rooms has mold. My family woke up not feeling well, went to office and they had the nerve to offer a $25 credit. NO ONE SHOULD BE IN THAT ROOM. I work for a mitgation company and i will be contacting my attorney if not resolved"
So I emailed her and she replied asking for timestamps of my photos which I sent.  I havent heard anything since the th.  Am I being ignored now?  Also I got a copy of the police report if needed. And I think its a bit unacceptable that Choice Hotels does not take any responsibility of a franchise operating a hotel that at best is just a poorly run operation and at worst under negligent management that doesnt take customer safety seriously.,Choice Hotels does not take any responsibility of a franchise operating a hotel that at best is just a poorly run operation and at worst under negligent management.,ami being ignored since th choice hotel owner,So I emailed her and she replied asking for timestamps of my photos which I sent.  I havent heard anything since the th.  Am I being ignored now?  Also I got a copy of the police report if needed. And I think its a bit unacceptable that Choice Hotels does not take any responsibility of a franchise operating a hotel that at best is just a poorly run operation and at worst under negligent management that doesnt take customer safety seriously.
"I have been on the phone with your customer relations department for TWO HOURS trying to get a duplicate charge reversed. I was charged twice for the same reservation. No one can help me because they can't ""see it on their end"". I am STILL in queue waiting to speak to a supervisor who apparently will not be able to help me either. I am fortunate the staff at Sleep Inn was able to resolve the technical issue and process a refund. I will never use Choice Hotels to make a reservation again given how many times my calls to the call center were disconnected, how the staff were unable to address my issues, and how much frustration this has caused. It took almost  hours on the phone to resolve this. I do not like to shame publicly on Twitter so I will not be tweeting this but someone in your PR/QA department needs to hear about it. Your call center representatives should not be saying ""I understand, I understand"" over and over and instead should be solution-focused.",CNN's Ryan O'Donnell has been on the phone with your customer relations department for TWO HOURS trying to get a duplicate charge reversed. He was charged twice for the same reservation and is still in queue waiting to speak to a supervisor who apparently will not be able to help me either.,youll never use crds phone help me double booking,"I have been on the phone with your customer relations department for TWO HOURS trying to get a duplicate charge reversed. I was charged twice for the same reservation. No one can help me because they can't ""see it on their end"". I am STILL in queue waiting to speak to a supervisor who apparently will not be able to help me either. I am fortunate the staff at Sleep Inn was able to resolve the technical issue and process a refund. I will never use Choice Hot"
" the  Orlando I drive location (Jamaica ct) Quality Inn is managed by the rudest staff Ive ever encountered and the hotel is infested with roaches. This is just roach #3 named him Sean. #covidclean #refund #roaches #hotelroom  #nightmare #COVID19 CLEAN YOUR HOTEL!  Ill DM you now Hi you guys just responded to my tweet  Name on the Reservation: Marin Teta
Confirmation #  I stayed from august rd-26 I extended the stay  nights as I did not have any other choice. The manager was incredibly rude and Ive been a business traveler for years and Ive never encountered someone with such disrespect for their customers He kept my deposit of $50 because I was  minutes late to re-book the night?? Thats insane the room cost $59 per night. This is an out right scam And then we found roaches everywhere And left early We tried to call management and they were no help. Acting like roaches in the room is standard. I just looked at over  reviews over the past year and they all say there is a serious roach problem So this is known to management and they continue to operate a roach hotel. I want a refund now This is embarrassing to bring my family to this establishment   are you guys going to respond or is this message just to pretend like you guys care. I messaged you hours and hours ago. Ill give you the # Membership# MXT485115
Marin Teta   Conroy Road 
#1224 
Phone: -634-4851
 Let me know when the points are added thank you Thank you ,000 points is literally nothing, I wasted  at this roach motel I want to file official complaints agains the manager before I take this to the Florida department of health I want my deposits back they have stolen from me $100  points is worth $25 They scanned me out of $100 in deposits","Quality Inn is managed by the rudest staff Ive ever encountered and the hotel is infested with roaches. This is just roach #3 named him Sean. ""This is an out right scam""",roaches infest hotel room iââm sorryââs tweet, the  Orlando I drive location (Jamaica ct) Quality Inn is managed by the rudest staff Ive ever encountered and the hotel is infested with roaches. This is just roach #3 named him Sean. #covidclean #refund #roaches #hotelroom  #nightmare #COVID19 CLEAN YOUR HOTEL!  Ill DM you now Hi you guys just responded to my tweet  Name on the Reservation: Marin
We stayed at a Quality in Home Ala. I booked on line so there was no fifty dollars deposit when I arrived I paid in cash and that was it.But they took the cash and also charged my credit card.When I called to complained that their employee took the money and still charged my card.They said the camera's recorded over the time I was there and refunded my .00 that is not what I paid them in cash and my credit card debt is for the same amount I paid in cash.Why would you employ someone who steals and make your company look bad.I will never stay at another Choice property again there are to many hotels out there.I have been a choice member for over twenty years and was never cheated like this. It has not been settled and no one has ever contacted me since I filed the complaint.But my credit card company is investigating it no thanks to Choice hotels and the crooks at the hotel I stayed at I filed a complaint against Choice at least that's what the lady told me.I'm July -August  at quality inn in Homewood Ala.The room was reserved with my card and we arrived and paid cash for the stay.They charged my card also I called the hotel to ask for video of my transaction and was told it was to long ago.They offered to pay .00 back to my card and I refused because I paid .82. And I want my credit card company refunded.The girl I filed the complaint with name was Sumner she said she would file a complaint with Choice the complaint #is10415401 there is no reason to keep contacting me if you're not going to rectify the situation.I filed a complaint with the BBB in Ala.And I've posted on my social media sites as what to expect from staying at this property.Thank you,I booked on line so there was no fifty dollars deposit when I arrived I paid in cash and that was it. But they took the cash and also charged my credit card. When I called to complain that their employee took the money and still charged my card.They said the camera's recorded over the time I was there and refunded my.00 that is not what I paid them in cash.I will never stay at another Choice property again there are to many hotels out there.,crooks charge credit card stay hotel says complaint,"We stayed at a Quality in Home Ala. I booked on line so there was no fifty dollars deposit when I arrived I paid in cash and that was it.But they took the cash and also charged my credit card.When I called to complained that their employee took the money and still charged my card.They said the camera's recorded over the time I was there and refunded my.00 that is not what I paid them in cash, my credit video debt is for the same"
"  My stay in Iowa after the NASCAR Truck race in Knoxville was same plus the Jacuzzi was in the living area, the carpet so thin that it just as well as well have been concrete. Stains on carpet. I have a service animal but first time I got the doghouse suite /2: Choice Hotels Res Conf#  for /09/21  PM at Quality Inn Indianola
https://t.co/MHQVpveXlU msg/trans. Send STOP to opt out. Reply HELP for help.  Was the horrible stay I had. I have stayed at Choice Hotels before with no issues near this. Room smelled, whirlpool in the living area, carpet stained and so this that I wouldnt take my shoes off. I noted that I had a service dog but he deserved better than this. I Checked put a day early. It was so bad that he was sniffing the carpet all night which tells me it hadnt been cleaned in months. I stayed almost -3 nights a week in Springfield with absolute great staff and rooms.  Not here. And no one at desk to complain to when I tried to check out even though I rang their bell  Sent Dm with confirmation Under Janet Hassen, my email is  and I am a Platinum member My Choice number and address is on the confirmation I sent you  Hwy , Palmyra Mo  When do my points expire?",Guests at Choice Hotels have to check out before they can get a refund. The hotel is in the middle of a busy weekend and hasn't been cleaned in months.,hotel room smelled whirlpool sent via email,"  My stay in Iowa after the NASCAR Truck race in Knoxville was same plus the Jacuzzi was in the living area, the carpet so thin that it just as well as well have been concrete. Stains on carpet. I have a service animal but first time I got the doghouse suite /2: Choice Hotels Res Conf#  for /09/21  PM at Quality Inn Indianola
https://t.co/MHQVpveXl"
"I stayed at the Quality Inn at  E Eads Parkway in Lawrenceburg, Indiana on /30 and /31. I rented two rooms, one for my son and his wife and their two boys and one for my two granddaughters and myself.  My comfirmation number was .  We got in late on the th and my room was filthy. There was mold all over the bathroom ceiling and it smelled. I was two tired to do anything but sleep there. The following morning I asked that my room be changed as it gave me a headache from the mold smell. I was given another room for my granddaughters and me. The new room had some mold, but wasn't nearly as bad as the first one. I did take pictures and I showed the woman at the front desk. She said she didn't know anything about the mold problem, but they get lots of complaints. In fact while I was there another man asked for another room because of the mold in his room. My grandson gave the first room key back and I was given a new room key. When we were checking out I was asked to pay for the new room too. I explained that I only spent one night in the first room and I was given another one and the and I should only be charged the $524.16 for two rooms for two nights. The woman assured me that it was taken care of and that I wouldn't have to pay any thing else. I just got my charge card statement and I was charged an additional $120.96. I tried calling the hotel at -537-2552, the phone number that is listed on line and a recording keeps asking for my access number. Please help me get this straightened out. I have never had a problem with any place that I have stayed. This experience has been the worst. Sharon Law -370-9635 I was finally able to talk to Heather the manager for the day and she said the $120.96 charge was a security deposit from the credit card processing center and she remembers me being there and changing rooms. She said she can't do anything. I called the number heather gave me -800-528-3118 and was told I need to talk to Choice customer relations. I was transferred to customer relations and was told that the hotel put the charge on and she will talk to them. Really. I have been working on this all morning. I just want my money back. This is the ceiling in the bathroom of the hotel. The black stuff is mold. Thank you so much for taking care of this for me. I appreciate your help.","The Quality Inn at E Eads Parkway in Lawrenceburg, Indiana charged me $120.96 for two rooms. Sharon Law -370-9635 says she has never had a problem with any place that she has stayed. Choice customer relations told her she will talk to them about the charge.",stayed hotel room smelled like another woman called later,"I stayed at the Quality Inn at  E Eads Parkway in Lawrenceburg, Indiana on /30 and /31. I rented two rooms, one for my son and his wife and their two boys and one for her two granddaughters and myself.  My comfirmation number was.  We got in late on the th and my room was filthy. There was mold all over the bathroom ceiling and it smelled. I was two tired to do anything but sleep there. The"
"How do I make a complaint on one of your hotels ? 
There was blood. Dried blood on our bed sheets. The shower had urine  in it. We just lost our home to hurricane ida. And spend  dollars for rooms and this is not what we were expecting. 
The conditions of this hotel is down right horrible. I cant find a confirmation number on my receipt. We just walked in. But the arrival date was /30/21
And the name on the reservation is DeJordan Wolfe. We had two rooms. 
The other room was under skyler degruise and the check in date was /30/21 as well. And these are the pictures we were able to get of the mattress and blankets. It was absolutely disgusting We stated in the sleep inn hotel in Lafayette louisiana. Here are the pictures. Will that amount of points give us a free night ? Okay so I can send the information on the receipt but the issue is our home was just completely destroyed due to hurricane ida. So I dont have a mailing address This is the receipt. Im not sure what you mean by agreement. The email is  
The phone number is 
The address is  Norfolk avenue denham springs louisiana  I confirm my acceptance of the points. 
You can use the name 
DeJordan Wolfe",The hotel in Lafayette louisiana is a sleep inn. There was blood. Dried blood on our bed sheets. The shower had urine in it. We just lost our home to hurricane ida.,blood found bed sheets hotel room ida,"How do I make a complaint on one of your hotels? 
There was blood. Dried blood on our bed sheets. The shower had urine  in it.We just lost our home to hurricane ida. And spend  dollars for rooms and this is not what we were expecting. 
The conditions of this hotel is down right horrible. I cant find a confirmation number on my receipt. We just walked in. But the arrival date was /30/21
And"
"Hey.. thinking about checking in at the one on  in Apex NC...any feedback??? WoodSpring Suites The one in Apex...Lufkin Rd WoodSpring Suites it would be for  days..,9/3/21-9/17/21",WoodSpring Suites is the one in Apex...Lufkin Rd WoodSpring Suites it would be for days.,thinking checking in at woodSpring suites nc,"Hey.. thinking about checking in at the one on  in Apex NC...any feedback??? WoodSpring Suites The one in Apex...Lufkin Rd Woodspring Suites it would be for  days..,9/3/21-9/17/21.Hey..thinking about checkingin at the ones on In Apex NC...any feedback!!! WoodSpring Seites TheOne in Apex ""6"
"hi.  If i want to book a room now for a stay that i am planning to make in February , can i redeem my points towards that stay when i arrive to check in?  It seems like i can't apply them online unless my stay is occuring within the next  days Why isn't anyone answering my question What I meant was when I arrive at the hotel in February, can I just have them apply my points that I want to redeem during chexk in?",Can i redeem my points towards that stay when i arrive to check in?,cant redeem stay points coming hotel chexk in,"hi.  If i want to book a room now for a stay that i am planning to make in February, can i redeem my points towards that stay when i arrive to check in?  It seems like i can't apply them online unless my stay is occuring within the next  days Why isn't anyone answering my question What I meant was when I arrive at the hotel in February, can I just have them apply my points that I want to redeem during chexk in"
" Why are you STILL holding my $120 from my  hotel stay from  weeks ago?????? 

August -19th

Dante Sullivan

I was told when I checked in, that the $120 deposit that I needed to put down when I arrived at the hotel, would be returned to my account when I checked out. After two weeks of waiting, I called and was then told that it hadnt been processed automatically, and that they were going to close it out then while we were on the phone. It still has not arrived, and my bank is not holding it.","Dante Sullivan was told when she checked in that her $120 deposit would be returned to her account when she checked out. After two weeks of waiting, she called and was then told that it hadn't been processed automatically, and that they were going to close it out then while we were on the phone.",whyre you still holding 1 yrold hotel stay," Why are you STILL holding my $120 from my  hotel stay from  weeks ago?????? 

August -19th

Dante Sullivan

I was told when I checked in, that the $120 deposit that I needed to put down when I arrived at the hotel, would be returned to my account when I filed out. After two weeks of waiting, I called and was then told that it hadnt been processed automatically, and that they were going to"
"Dear Choice Hotels Team, unfortunately I cant get anybody at the European Hotline at the moment. There this is my question: can you please adjust my bookings for the next stays in Lippstadt, Germany that I can stay there also with two people without any extra charges? Also as I stayed there so many times, maybe you can include a nice note to the team there. For the sake of good order, this is my account number , Steinhauserstrasse ,  Zug, Switzerland,  Did I forget there anything? Please let  me know, I am still hoping to receive one day at least a luggage tag and it would be great to get as a really loyal customer. Many thanks and kind regards, Lars","Can you please adjust my bookings for the next stays in Lippstadt, Germany? Could you please include a nice note to the team there?",cant get anybody at the european hotline right now iââm,"Dear Choice Hotels Team, unfortunately I cant get anybody at the European Hotline at the moment. There this is my question: can you please adjust my bookings for the next stays in Lippstadt, Germany that I can stay there also with two people without any extra charges? Also as I stayed there so many times, maybe you can include a nice note to the team there. For the sake of good order, this ismy account number, Steinhauserstrasse,"
" glad I spent $128 on a hotel to be woke up at :30 AM to a leaking ceiling and nobody at the front desk to help a guy out I stayed through and the manager Laura was not very helpful the next morning after I went to the front desk multiple times during the night with nobody on hand.. I ended up sleeping in the chair in my room.. it was Sunday September th..  was my reservation number through and I still have not received a call from the general manager of that property or any kind of refund Jonathan Bissell

Comfort inn and suites   toll gate drive
Maumee, Ohio 

Checked in September th So I am only being refund $49.xx because I stayed the whole night, however its my fault they had nobody at the front desk during the night when I went to go complain? Thats ridiculous on the hotel, whats shame Is it possible to get  then because I dont wanna risk being in this situation again and staying at something similar to what may end up as the situation then l would probably never choose this line of hotels again Thank you for that, I appreciate feeling valued unlike the current hotel not understanding my view of things. So thank you.

My member number is JXB105520

Email is 

Home address is  center street findlay Ohio  

Phone number is -525-1055

Thank you again  and  n Main Street #3 try those I hope so, I stayed at the quality inn in grove city just a few weeks ago and I was very happy with that Thanks again!","Jonathan Bissell Comfort inn and suites toll gate drive Maumee, Ohio. I spent $128 on a hotel to be woke up at :30 AM to a leaking ceiling and nobody at the front desk to help a guy out I stayed through. I ended up sleeping in the chair in my room.",ls guest wakes late night toll reveals hotel manager, glad I spent $128 on a hotel to be woke up at :30 AM to a leaking ceiling and nobody at the front desk to help a guy out I stayed through and the manager Laura was not very helpful the next morning after I went to the front desks multiple times during the night with nobody on hand.. I ended up sleeping in the chair in my room.. it was Sunday September th..  was my reservation number through and I still have not received a call from the general manager
"Hey  not only did you not honor the guaranteed reservation of a platinum member, you didn't help us find another room when you walked us, and put a hold on my husbands credit card. #NotAGoodLook Hello it was in my husbands name James Francies. I believe property Clarion Hotel & Conference Center North Atlanta. It was /4 arrival for  nights. The hold as fallen off but to walk a guest with no help getting a room elsewhere during a weekend Atlanta was sold out is crazy. He had to call to get K points on his account but TBH that is inadequate. JDF06183 is rewards number. Thanks",The hold was fallen off but to walk a guest with no help getting a room elsewhere during a weekend Atlanta was sold out is crazy. He had to call to get K points on his account but TBH that is inadequate.,you didnâât help us find another room husbands credit card,"Hey  not only did you not honor the guaranteed reservation of a platinum member, you didn't help us find another room when you walked us, and put a hold on my husbands credit card. #NotAGoodLook Hello it was in my husbands name James Francies. I believe property Clarion Hotel & Conference Center North Atlanta. It was /4 arrival for  nights. The hold as fallen off but to walk a guest with no help getting a room elsewhere during a weekend Atlanta"
"Checked into a  in Cranberry, PA. Lets just say I checked out  minutes later. Absolutely horrible. Avoid them at all costs. Hi. I stayed at the Quality Inn in Cranberry PA. My date of arrival was /04/21. & this was my confirmation number through  When I got into the room it smelled horrible. Very musty. There were multiple drawers on the furniture broken. Fruit flies. Green spots, Which I assume was mold or mildew on the bathroom ceiling. The bathtub on the bottom was dark & dirty looking. There was personal belongings of someone else left in the bathroom. It was the most disgusting thing i had ever seen. Took photos, & decided to show the people at the front desk. They had an excuse for everything INCLUDING the bugs in the room. I demand a refund. Bailey Thompson ","Bailey Thompson stayed at the Quality Inn in Cranberry, PA. The room smelled horrible. Very musty. There were multiple drawers on the furniture broken. Fruit flies. Green spots, Which I assume was mold or mildew on the bathroom ceiling.",checked into a minutes later says absolutely horrible,"Checked into a  in Cranberry, PA. Lets just say I checked out  minutes later. Absolutely horrible. Avoid them at all costs. Hi. I stayed at the Quality Inn in Cranifer PA. My date of arrival was /04/21. & this was my confirmation number through  When I got into the room it smelled horrible. Very musty. There were multiple drawers on the furniture broken. Fruit flies. Green spots, Which I assume was mold or"
"Clarion hotel in Beachwood, OH.
I booked a room from this hotel for -days-stay from Priceline, and I already paid it($236.96). When I was there to check in, they wanted to see my credit card to check. After a few days, I found out the hotel charged me again for higher price ($270.26). I had the credit card company to cancel the payment from Clarion hotel, but the hotel already get the money, so it cant be return. I feel So bad for this. This is all the information for the hotel double charged me. I booked in Priceline for  times for /2/2021-7/3/2021, and /3/2021-7/5/2021. I checked in /2/2021, this is why the credit card charged in /2/2021. I am so mad for this happening, because when I checked out on /5/2021, I asked them for a receipt, they told me I already paid in Pricelin. Hi, the hotel charged on /2/2021, and you can see from my credit card information. Or did this mean the hotel charged on /2/2021($270.26) for I stayed on /02/2021-07/03/2021 which I already paid from Priceline ($130.97)? I knew it. It is not priceline's problem, because the Clarion Hotel Beachwood support can not charge me from my credit card. I just want to tell you, your hotel has a big problem, and the hotel took money from Priceline, and also from my credit card.","Priceline double charged my credit card for a stay at Clarion hotel in Beachwood, OH. I checked out on /2/2021, and they told me I already paid there. The hotel can't charge me from my credit card, so it can't be returned.",hotel double charged me credit card stayed 2 days,"Clarion hotel in Beachwood, OH.
I booked a room from this hotel for -days-stay from Priceline, and I already paid it($236.96). When I was there to check in, they wanted to see my credit card to check. After a few days, I found out the hotel charged me again for higher price ($270.26). I had the credit card company to cancel the payment from Clarion hotel, but the hotel already get the money"
"Bait and Switch is illegal!!!! I made a reservation through Booking.com at the Quality Inn hotel in Lawrence, KS for /19-8/21 for student drop off weekend. I reserved the room because there was a FREE  hour cancellation notice, and we did not know how long we would be there. We only needed to be there a night. When I tried to cancel my nd night the Manager, Mr. Nitin Patel, the General Manager raised the prices on my st night, which was my original reservation. I told him I have an email stating free cancellation  hours in advance. Mr Patel he said it was not his problem and he didn't want to see the email. The price goes up or get out of hotel. He said take it or leave it. It was drop off weekend and there were no hotels in the area or I would have left. I told him that this is a bait and switch and is illegal. I have traveled a  nights a year for business for  years and have never seen such a blatant money grab, i.e. criminal behavior. I have proof of everything I am saying, emails, witnesses and some video of the night of the th. I sent my concerns to the Choice Organization and received a Form letter with no explanation for the criminal behavior I experienced from the hotel. Is it Quality Inn's practice to disregard their contracts? Is this a national practice of just in Lawrence , KS? The trash all around the hotel in and outside, musty dirty room and a cold breakfast are not what makes a good experience. Please don't stay here, it is a horrible business. Choice Hotels it seems like you are passing the buck. McDonalds are owned independently but there are standards all owners must adhere too. Lying and cheating is condoned by Choice Hotels? That is what your previous note implies. BAIT and SWITCH is not legal. Please do better than this. Mr Patel swore at me and told me he didnt care if he was breaking the law he was going to do what he wanted to do. Disgraceful  Choice Hotels you dont show your appreciation by doing nothing to fix the problem. ","I made a reservation through Booking.com at the Quality Inn hotel in Lawrence, KS for /19-8/21 for student drop off weekend. When I tried to cancel my nd night the Manager, Mr. Nitin Patel, said it was not his problem and he didn't want to see the email. The price goes up or get out of hotel. He said take it or leave it. It was drop off weekend and there were no hotels in the area or I would have left.",blatant money grab unacceptable choice hotels staffer,"Bait and Switch is illegal!!!! I made a reservation through Booking.com at the Quality Inn hotel in Lawrence, KS for /19-8/21 for student drop off weekend. I reserved the room because there was a FREE  hour cancellation notice, and we did not know how long we would be there. We only needed to be there a night. When I tried to cancel my nd night the Manager, Mr. Nitin Patel, the General Manager raised the prices"
