Message,Summary_T5_1,Summary_T5_2,Summary_Bart
"I'd like someone to have a look at my device. It started to be uncomfortable during use even when the settings are low The light exit window has white spots which are not clearing off with cleaning Please let me know what to do to have it resolved (lumea Prestige IPL hair removal) nan Tried cleaning with the attached dry wipe but wouldn't come off and then tried glass cleaning wet wipe but no change nan nan What I feel when using it is pain like electric shock nan   Thank you Hi, just did but no change Thank you, enjoy yours too! I have sent you an email as per your request. Awaiting your reply via this channel","The light exit window has white spots which are not clearing off with cleaning nan. What I feel when using it is pain like electric shock nan Thank you Hi, just did but no change Thank you!",nan tries cleaning my device feels like electric shock,"I'd like someone to have a look at my device. It started to be uncomfortable during use even when the settings are low The light exit window has white spots which are not clearing off with cleaning Please let me know what to do to have it resolved (lumea Prestige IPL hair removal) nan Tried cleaning with the attached dry wipe but wouldn't come off and then tried glass cleaning wet wipe but no change nan nan What I feel when using it is pain like electric shock nan  Thank you Hi, just did but no love Thank you, enjoy yours too! I have sent you an email as per your request. Awaiting your reply via this channel"
"Hello, my provider, Lincare, has no idea from you what the next steps are.  Many of us cannot go for weeks without a machine.  So far nothing has been helpful.  I would think you should reach out to providers first before you expect us to do anything with you?   We have providers for a reason, correct?  My doctor and my provider both can give me no answers to this problem.  And when I ask, then do I keep using this in the meanwhile I get, well, that is your choice... Also, since it appears that this process is going to take some time, as your website identifies ""weeks"" before we can register, etc.. can you please get us at least LOANER devices?  You should not expect any of us to go without our CPAP for weeks.  And you knew this in April I believe?  I'm surprised you didn't have a good plan in place.  ",Lincare has no idea from you what the next steps are. Many of us cannot go for weeks without a machine. So far nothing has been helpful.,my provider tells you whats next steps,"Hello, my provider, Lincare, has no idea from you what the next steps are.  Many of us cannot go for weeks without a machine.  So far nothing has been helpful.  I would think you should reach out to providers first before you expect us to do anything with you?   We have providers for a reason, correct?  My doctor and my provider both can give me no answers to this problem.  And when I ask, then do I keep using this in the meanwhile I get, well, that is your choice... Also, since it appears that this process is going to take some time, as your website identifies ""weeks"" before we can register, etc.. can you please get"
"I'm a marketing manager for an Oral Surgery office in St. George, Ut. I am looking to include a coupon for your brand of sonic toothbrushes as your brand is the one our surgeon recommends to patients the most. Is this something you could do? Thanks! Thank you! Thank you for the follow up response! Yes, we are looking for coupons or promo codes for our patients to include with gifts we give them for aftercare. The name our our practice is Precision Implant & Oral Surgery, and our Surgeons name is Dr. Scott Bulloch Thank you!","I'm a marketing manager for an Oral Surgery office in St. George, Ut. We are looking for coupons or promo codes for our patients to include with gifts we give them for aftercare.",us doctor offers coupons sonic toothbrushes,"I'm a marketing manager for an Oral Surgery office in St. George, Ut. I am looking to include a coupon for your brand of sonic toothbrushes as your brand is the one our surgeon recommends to patients the most. Is this something you could do? Thanks! Thank you; Thank you for the follow up response! Yes, we are looking for coupons or promo codes for our patients to include with gifts we give them for aftercare. The name our our practice is Precision Implant & Oral Surgery, and our Surgeons name is Dr. Scott Bulloch Thank you!"
"So phillips still haven't advised people on the recall of the CPAP Equipment in the UK don't you think ppl need to know their machines have Cancerous soundproofing in them So phillips still haven't advised people on the recall of the CPAP Equipment in the UK don't you think ppl need to know their machines have Cancerous soundproofing in them So phillips still haven't advised people on the recall of the CPAP Equipment for sleep Apnea in the UK, don't
 you think ppl need to know their machines have Cancerous soundproofing in them Philips UK & Ireland I live in England ",Phillips still haven't advised people on the recall of the CPAP Equipment in the UK don't you think ppl need to know their machines have Cancerous soundproofing in them So phillips still haven't advised people on the recall of the CPAP Equipment for sleep Apnea in the UK don't you think ppl need to know their machines have Cancerous soundproofing in them,ppl need know CPAP machines cancerous phillips,"So phillips still haven't advised people on the recall of the CPAP Equipment in the UK don't you think ppl need to know their machines have Cancerous soundproofing in them So phillip still haven've advised people for the recall  the CPAPE Equipment inThe UK don're you think Ppl need- know their records have CancerOUS soundproofING in them so phillops still haven' advised people and the recall from the CP AP Equipment for sleep Apnea in the U, don't
 you thinkppl need not know their devices have Cancerqu soundproofi in them Philips UK & Ireland I live in England "
"   Makes me so mad - during a stressful pandemic when good night's sleep and proper breathing are so important.  okay please reply tweet to my DM on who/where/email to provide the information requested above. David Gorder - -839-8860 - Philips Respironics DreamStation CPAP - Lot Serial No. J1550587682DD  Issued under Dr. Jeannne Wallace, Respiratory and Sleep Medicine - Oliveview UCLA Medical Center,  Olive View Dr. Sylmar, CA   I received treatment through an urgent care in Hollywood, CA for a sinus infection on or about Mar. , .  I have been in contact with Dr. Wallace's office about the malfunction health hazard and recall of the Philips CPAP. I reserve the right to retain an attorney for any further discussions regarding  Philips recall of this medical device and the potential past and future health hazards caused by this Philips medical device to me. Thank you for your reply.",David Gorder - -839-8860 - Philips Respironics DreamStation CPAP. Lot Serial No. J1550587682DD Issued under Dr. Jeannne Wallace's office.,make me mad a doctor asks info patient,"   Makes me so mad - during a stressful pandemic when good night's sleep and proper breathing are so important.  okay please reply tweet to my DM on who/where/email to provide the information requested above. David Gorder - -839-8860 - Philips Respironics DreamStation CPAP - Lot Serial No. J1550587682DD  Issued under Dr. Jeannne Wallace, Respiratory and Sleep Medicine - Oliveview UCLA Medical Center,  Olive View Dr. Sylmar, CA   I received treatment through an urgent care in Hollywood, CA for a sinus infection on or about Mar.,.  I have been in contact with Dr. Wallace's office about"
"Hello. My Philips MG5750 groomer randomly turns itself on and the off switch is unresponsive. This has now happened several times in the middle of the night. It doesn't stop until the battery is depleted. I've seen many other reviewers have had the same problem. How can you help? Thank you. Hello. Country of residence is USA. I no longer have a receipt but purchased it at a Target store in Stillwater MN sometime in the fall of . Thank you. Chuck -237-9108 Hi Jake. The issue started in March. In the middle of the night it turned itself on. The on/off button was unresponsive. This has happened several times since. I have to let it run the battery down to zero, recharge, and then it works fine until the next random instance. It hasn't been dropped or abused in any way. Its a great groomer except for this weird issue. Thank you. I will gladly send the malfunctioning groomer back. Chuck Hermes,  Atwood Ln., Stillwater MN , ",My Philips MG5750 randomly turns itself on and the off switch is unresponsive. This has happened several times in the middle of the night. It doesn't stop until the battery is depleted.,my groomer randomly turns itself on unresponsive,"Hello. My Philips MG5750 groomer randomly turns itself on and the off switch is unresponsive. This has now happened several times in the middle of the night. It doesn't stop until the battery is depleted. I've seen many other reviewers have had the same problem. How can you help? Thank you. Hello. Country of residence is USA. I no longer have a receipt but purchased it at a Target store in Stillwater MN sometime in the fall of. Thank you... Chuck -237-9108 Hi Jake. The issue started in March. In the middleof the night it turned itself on. The on/off button was unresponsive, This has happened several things since. I have to let it run the"
"  No chegamos. Eu tou na dvida se todas so assim ou se essa veio premiada. O modelo  RI7912. Agora que pude ouvir o vdeo com ela desligada, ele no faz justia ao barulho que ela faz. Eu nunca vi uma batedeira to alta,  como uma enceradeira   O vdeo no consegue dar ideia da dimenso do barulho desse monstro Sim.  a a vez que usamos. O barulho no depende do batedor. Testamos com batedores diferentes e achamos muito barulhenta. Depois usamos o de arame pra fazer um merengue e continuou igual. Um barulho muito agudo semelhante a um assobio tambm acontece nas velocidades mais lentas Foi semana passada. Vou olhar a data exata /06 Dia  chegou CEP  Vamos verificar uma dessas duas opes. Caso escolha a assistncia posso ir direto a eles sem precisar gerar um protocolo de atendimento pela Philips primeiro? Acho que no precisa mais nada. Obrigado",Eu tou na dvida se todas so assim ou se essa veio premiada. O modelo RI7912. Vou olhar a data exata /06 Dia chegou CEP Vamos verificar uma dessas duas opes.,no chegamos ela desligada ele no faz,"  No chegamos. Eu tou na dvida se todas so assim ou se essa veio premiada. O modelo  RI7912. Agora que pude ouvir o vdeo com ela desligada, ele no faz justia ao barulho que ela faz. EU nunca vi uma batedeira to alta,  como uma enceradeira   O vdeO no consegue dar ideia da dimenso do barul ho desse monstro Sim.  a a vez que usamos. O barul Ho no depende do bated"
"philips SC5991/10 Austauschbiirste VisaPure philips SC5991/10 Austauschbiirste VisaPure . Habe schon zum . Mal dieses Gert. Als ich jetzt wieder neue Brsten brauchte und gesehen habe das es nur noch  Sorte gibt und bei ihnen steht das sie die Produktion einstellen,  wurde ich stinke sauer. Gibt es andere Brsten Alternativ die ich fr mein Gert benutzen kann . Die ich von Ihnen oder anderen Anbietern beziehen kann. Wenn das nicht mglich ist, werden wir von Ihrer Firma nichts mehr kaufen. Hoffe von Ihnen eine positive Antwort zu bekommen nan Liebe Gre Peter Meyer nan Ich wrde sie sehr gerne alle  nehmen und auch bezahlen. Damit wrden sie meine Frau berglcklich machen. 
Peter  Meyer.
Hlsemannshof   Dinslaken 
Wie kann ich sie bezahlen? Rechnung oder Vorkasse.
Danke im voraus und fr Ihr schnelles bemhen . LG Peter Meyer Dann nehmen wir 
http://to.philips/61783yOuuR
Meine Mail Adresse ist 
 

Gru 
Peter Meyer Vielen lieben Dank.","philips SC5991/10 Austauschbiirste VisaPure philips SC5991/10 Austauschbiirste VisaPure. Habe schon zum. Mal dieses Gert. Als ich jetzt wieder neue Brsten brauchte und gesehen habe das es nur noch Sorte gibt und bei ihnen steht sie die Produktion einstellen, wurde ich stinke sauer.",philips card users choose new brands online,"philips SC5991/10 Austauschbiirste VisaPure philips SC1191/ 10 Austausmbiirsted VisaPure. Habe schon zum. Mal dieses Gert. Als ich jetzt wieder neue Brsten brauchte und gesehen habe das es nur noch  Sorte gibt und bei ihnen steht das sie die Produktion einstellen,  wurde ich stinke sauer. Gibt es andere Brsten Alternativ die ich fr mein Gert benutzen kann. Die ich von Ihnen oder anderen An"
" I purchased Airfryer HD9218 months ago and suddenly the heater stopped working .its been days I am contacting Philips customer care for the repair and no proper response . Service request :600026520327. cant believe an oven spoiled in months of occasional usage  They are also telling same I call every day and they feedback they will contact as soon as possible .. as soon as possible is like no deadline and no commitments Could you please help me to connect with the service centre and to solve the issue faster ? Its really bad , not even  months and its spoiled  now that Airfryer is of no use Its very bad Not received call today !!!! Hello Philips care , I wnat to escalate further tell me where I can do that ? I wont buy any more from Philips very bad",I purchased Airfryer HD9218 months ago and suddenly the heater stopped working.its been days I am contacting Philips customer care for the repair and no proper response.,faulty airfryer oven stops working days later,"I purchased Airfryer HD9218 months ago and suddenly the heater stopped working.its been days I am contacting Philips customer care for the repair and no proper response. Service request :600026520327. cant believe an oven spoiled in months of occasional usage  They are also telling same I call every day and they feedback they will contact as soon as possible.. as soonas possible is like no deadline and no commitments Could you please help me to connect with the service centre and to solve the issue faster? Its really bad, not even  months and its spoiled  now that Airfreyer is of no use Its very bad Not received call today!!!! Hello Philips care, I wnat to escalate further tell me where"
"Hi, i have an issue with my phillips sonicare toothbrush. The head has gone very loose and doesnt vibrate properly. I have tried a different head but it is the same. The model number is HX939B. Thanks Ian Morgan nan Im sorry but i no longer have proof of purchase nan Phone number is  Email  Thanks Thats great. Thanks for your help Thats great. Thanks Nick My address is  William Beveridge House,  Vernon Road, Bow, London E35GS Will do. Thanks very much Nick Hi Nick. The replacement handle turned up today. Thanks","Hi Nick, I have an issue with my phillips sonicare toothbrush. The head has gone very loose and doesn't vibrate properly. Thanks Ian Morgan nan Im sorry but i no longer have proof of purchase nan Phone number is Email Thanks Thats great. Thanks for your help Thats great.",sorry butty nan phone number goes missing,"Hi, i have an issue with my phillips sonicare toothbrush. The head has gone very loose and doesnt vibrate properly. I have tried a different head but it is the same. The model number is HX939B. Thanks Ian Morgan nan Im sorry but i no longer have proof of purchase nan Phone number is  Email  Thanks Thats great. Thanks for your help Thatsgreat. Thanks Nick My address is  William Beveridge House,  Vernon Road, Bow, London E35GS Will do. Thanks very much Nick Hi Nick. The replacement handle turned up today. Thanks"
"Hello, I hv been using Philips iron for quite some time. Off lately, because of the hard water in our area, I am seeing some sort of dirt formed inside the iron. How can I remove it? I hv used calc clean option but still not able to get rid of it? Is it possible to open the orange flap, by any chance? nan GC  ..  watt Steam Iron nan Thank you so much for your prompt response. Sure, what will be the charges? Yes, its out of warranty. Okay, How much? Where can I book for the service?  Sector , Noida Thnx a lot  Nope, thnx","I have been using Philips iron for quite some time. Off lately, because of the hard water in our area, I am seeing some sort of dirt formed inside the iron. Sure, what will be the charges? Yes, its out of warranty.",hv uses Philips iron quite some time due hard water,"Hello, I hv been using Philips iron for quite some time. Off lately, because of the hard water in our area, I am seeing some sort of dirt formed inside the iron. How can I remove it? I hr used calc clean option but still not able to get rid of it? Is it possible to open the orange flap, by any chance? nan GC ..  watt Steam Iron nan Thank you so much for your prompt response. Sure, what will be the charges? Yes, its out of warranty. Okay, How much? Where can I book for the service?  Sector, Noida Thnx a lot  Nope, thnx"
"Hi I bought a set a  sippy cups
On february  
I gave birth on may  
And now once my baby turned  months i opned the sealed cups for him to use And i was surprised to find out that the spout of the black cup 
Is leaking and is defected nan I can send you pictures of the defected prt and correct me if i am wrong plz nan nan nan The part that is supposed to get the air out of the bottle is defected But i bought it from amazon usa But now i am in Cairo Egypt My email is:  nan Philips AVENT My Little Sippy Cup, Blue/Black (Pack of ),  oz. Order number -9412414-4409847 Shipped Feb ,   
This number is not in service","nan Philips AVENT My Little Sippy Cup, Blue/Black (Pack of ), oz. Order number -9412414-4409847 Shipped Feb.",nan nan nan nan ias email says order number,"Hi I bought a set a  sippy cups
On february  
I gave birth on may  ヘAnd now once my baby turned  months i opned the sealed cups for him to use And i was surprised to find out that the spout of the black cup 
Is leaking and is defected nan I can send you pictures of the defected prt and correct me if i am wrong plz nan nan The part that is supposed to get the air out of the bottle is defection But i bought it from amazon usa But now i am in Cairo Egypt My email is:  nan Philips AVENT My Little Sippy Cup, Blue/Black (Pack of ),  oz."
"Hi I contacted the customer service here with now return from their part 

On facebook chat ... they request to call  numbers 
One of them is out of service, the second no one replies on it 
It s the worst experience Now i am going bk to usa And my problem is not yet solved We use the blue one for water The black one ( never used) 
Tried to use water in it but was leaking So technically i never used the black For the assembly: i did it right It a not a warranty problem 
(It could ve if i used the cup)

But i did not .... i opened the sealed package to find one cup working and the other one leaking I bought a defected product I accept it This one is ok nan Same color and design Marina ghaly 
 
  Dolphin rd 
New city NY  Thank you Is it same color and design? nan nan",nan nan: I bought a defected product I accept it This one is ok nan Same color and design Marina ghaly Dolphin rd New city NY Thank you Is it same color and design?,iââm going bk to usa customer service,"Hi I contacted the customer service here with now return from their part 

On facebook chat... they request to call  numbers 
One of them is out of service, the second no one replies on it 
It s the worst experience Now i am going bk to usa And my problem is not yet solved We use the blue one for water The black one ( never used) 
Tried to use water in it but was leaking So technically i never used the black For the assembly: i did it right It a not a warranty problem 
(It could ve if i used the cup)

But i did not.... i opened the sealed package to find one cup working and the other one leaking"
Hi Team Philips - exactly the same problem (blue light blinking for  seconds with no heat up) has happened to the replacement iron. Could you pls let me know what is the best thing to do to repair / replace ?  Thank you! Happy to send over a video but it's exactly the same issue. Thank you ! Let me try adding a descaler and get back to you. The built in descaler doesn't work as it won't heat up. I'll let you know. This is why you guys are super stars ! I descaled it with some Oust and it's like it's new again! Thank you for the tip and helping us keep the iron for longer ! Thanks for you help ! Have a nice day too.,The replacement iron has a blue light blinking for seconds with no heat up. Could you pls let me know what is the best thing to do to repair / replace?,exactly whats best thing to repair ai iron team,Hi Team Philips - exactly the same problem (blue light blinking for  seconds with no heat up) has happened to the replacement iron. Could you pls let me know what is the best thing to do to repair / replace?  Thank you! Happy to send over a video but it's exactly the whole issue. Thank you! Let me try adding a descaler and get back to you. The built in descaler doesn't work as it won't heat up. I'll let you know. This is why you guys are super stars! I descaled it with some Oust and it's like it's new again! Thank you for the tip and helping us keep the iron for longer! Thanks for you help! Have
"Hi I am trying to register for a discount code as my Phillips sonic air flow HX8432/23 is out of warranty and fault but when trying to register the product serial number I enter is saying it is wrong 
Are you able to assist nan I just realised that code might be for the model number and not the serial num.
I dont have the device to hand. But Ive got proof of purchase here nan  Thanks for getting back in touch. Unfortunately I cannot locate the device at the moment. I am in the process of moving house. Got a feeling may have boxed it up. So, for the time being Ill just leave it. Thanks for your help though",I am trying to register for a discount code as my Phillips sonic air flow HX8432/23 is out of warranty and fault. When trying to register the product serial number I enter is saying it is wrong Are you able to assist nan?,iââm trying register discount code nan,"Hi I am trying to register for a discount code as my Phillips sonic air flow HX8432/23 is out of warranty and fault but when trying to registers the product serial number I enter is saying it is wrong 
Are you able to assist nan I just realised that code might be for the model number and not the serial num.
I dont have the device to hand. But Ive got proof of purchase here nan  Thanks for getting back in touch. Unfortunately I cannot locate the device at the moment. I am in the process of moving house. Got a feeling may have boxed it up. So, for the time being Ill just leave it. Thanks for your help though"
"hi Philips Do you have wholesale benefit? I m selling : Philips sonicare family include: , ,6100,5100,4100, and toothbrush heads I'm selling very well on the e-commercial can you help me with a good benefit in wholesale ? this is my information:
email: 
address: Ho Chi Minh city, Viet Nam
*** you can send email to me, please! thanks I hope you help me develop my commercial channels in Vietnam with the family philips sonicare. thank you so much nan hi. can you help me about whole sale ? Can I have discount % for philips sonicare family with estimate .000$/Bill no.. I have a warehouse in Oregon I dont receive them in VN thank you...I want to collaborate with you to sell the product to the place needed a lot Oh, thank you. I will contact him soon","Philips sonicare family include:,6100,5100,4100, and toothbrush heads. I'm selling very well on the e-commercial can you help me with a good benefit in wholesale? Can I have discount % for philips sonicare family with estimate.000$/Bill no.",hi Philips do you have wholesale benefit?,"hi Philips Do you have wholesale benefit? I m selling : Philips sonicare family include:,,6100,5100,4100, and toothbrush heads I'm selling very well on the e-commercial can you help me with a good benefit in wholesale? this is my information:
email: 
address: Ho Chi Minh city, Viet Nam
*** you can send email to me, please! thanks I hope you help us develop my commercial channels in Vietnam with the family philips sonicare. thank you so much nan hi. can you love me about whole sale? Can I have discount % for philips Sonicare family with estimate.000$/Bill no.. I have a warehouse in Oregon I"
"hello My name is Claudia Voinescu, I represent Promidea company, I am interested in a contact from Philips Avent baby items, B2B. Our company is purchasing goods used by our clients Danone, Mondelez in their promotions for a current promotion we need Philips AVENT -in-1-Babynahrungszubereiter SCF885/01 for German market can I buy from Philips directly from a B2B department ? if yes please give me a contact email, phone number or should I buy from your distributors, if yes please send me a distributor list for DE thank you here is our company web site Thank you, yes we will sell to our clients and they will offer the items free to winners in their promotions, usually lottery contest Thank you","Claudia Voinescu is a representative for Promidea company, I am interested in a contact from Philips Avent baby items, B2B. If yes please give me a contact email, phone number or should I buy from your distributors, if yes please send me a distributor list for DE thank you. Yes we will sell to our clients and they will offer the items free to winners in their promotions, usually lottery contest Thank you.",interested buying products used dnlj customers,"hello My name is Claudia Voinescu, I represent Promidea company, I am interested in a contact from Philips Avent baby items, B2B. Our company is purchasing goods used by our clients Danone, Mondelez in their promotions for a current promotion we need Philips AVENT -in-1-Babynahrungszubereiter SCF885/01 for German market can I buy from Philips directly from a B2b department? if yes please give me a contact email, phone number or should I buyfrom your distributors, if yes who send me a distributor list for DE thank you here is our company web site Thank you, yes we will sell to our clients and they will"
"Hi,

I have a  Ambilight TV which is synced with my Philips Hue (two Playbars under the TV). 

The TV won't acknowledge any of the bulbs on my Hub and thus won't connect. 

I've reset the TV more times than I can count and resynced the Hub also. Tried everything that normally works short of a software update. Usually when I reach this stage (as this unfortunately isn't the first time) a patch gets released for the TV and hey presto problems solved. 

All software on all devices is up to date. Can you confirm when a fix will be coming please as my main reason for owning the TV and investing in Hue is the Ambilight which is amazing when it works but that's only -90% of the time. Hi Benoit,

Thank you for pointing me in the right direction and I hope you enjoyed the weekend. 

Have a great week. 

Kind regards, 

Kiel",Ambilight TV won't recognise any of the bulbs on my Philips Hue. I've reset the TV more times than I can count and resynced the Hub also. Tried everything that normally works short of a software update.,tv synced my hub also gets rebooted,"Hi,

I have a  Ambilight TV which is synced with my Philips Hue (two Playbars under the TV). 

The TV won't acknowledge any of the bulbs on my Hub and thus won't connect. 
�I've reset the TV more times than I can count and resynced the Hub also. Tried everything that normally works short of a software update. Usually when I reach this stage (as this unfortunately isn't the first time) a patch gets released for the TV and hey presto problems solved. taboolaAll software on all devices is up to date. Can you confirm when a fix will be coming please as my main reason for owning the TV- investing in Hue is"
"Why isn't your facebook page posting directly about the recall?  Where is the interest in lives?  In reviewing your page, there is no acknowledgement of an issue, a recall with your CPAP machine.  This is the appearance of being deceptive.  Please do better, business is business but the welfare of your customers should be more appealing that your bottom line.  Please make a post.  Your website and phone call system is like being in the middle of a cyclone.  Please do better in leading this issue correctly. Philips This issue with the CPAP machine and the recall is not private, it is public.  You should issue a statement on your social media sites to inform your customers.  Please do so.  I have filed mine online but very disappointed with your approach.  Your company should have done more to notify all potential users.  ",Why isn't your facebook page posting directly about the recall? Where is the interest in lives?,please do better fb page recall CPAP machine,"Why isn't your facebook page posting directly about the recall?  Where is the interest in lives?  In reviewing your page, there is no acknowledgement of an issue, a recall with your CPAP machine.  This is the appearance of being deceptive.  Please do better, business is business but the welfare of your customers should be more appealing that your bottom line. ai make a post.  Your website and phone call system is like being in the middle of a cyclone. please do better in leading this issue correctly. Philips This issue with the CPAP machines and the recall is not private, it is public.  You should issue a statement on your social media sites to inform your customers.  Maybe do so"
"Hi could you tell me if your orthodontic soothers are still available? I cant seem to find them in shops, and Amazon sell them for more than the retail price which Im reluctant to pay, my daughter will only have avent dummies though which is proving quite stressful to get any nan Shes  months x Ive tried every brand going, even your air range and she will not take them  Id really appreciate that thank you, email address is  England x Thanks so much, really appreciate your help x nan Boots usually stock them, its the only place I can find them and they have none and havent done for a while x Scf170/22 Hi, yes and it only comes up with Argos but when I check Argos website there isnt any x Thats the problem Im having though, normally the only place I can buy them is boots. They dont ever have any in the older sizes. And you dont even have them on your website, so have they stopped being made?","nan Boots usually stock them, its the only place I can find them and they have none and havent done for a while x Scf170/22 Hi, yes and it only comes up with Argos but when I check Argos website there isn't any x Thats the problem Im having though, normally the only place I can buy them is boots.",cant seem find nan shes soothers anymore amazon sells,"Hi could you tell me if your orthodontic soothers are still available? I cant seem to find them in shops, and Amazon sell them for more than the retail price which Im reluctant to pay, my daughter will only have avent dummies though which is proving quite stressful to get any nan Shes  months x Ive tried every brand going, even your air range and she will not take them  Id really appreciate that thank you, email address is  England x Thanks so much, really appreciate your help x nan Boots usually stock them, its the only place I can find them and they have none and havent done for a while x Scf170/22 Hi, yes and it only comes up with"
"Good morning. I am in Canada, and have seen your CPAP recall alert. I called your customer service number a few days ago, and she told me to check your website today (Thursday June th ) to register my CPAP's and have them replaced. I can't find anything on your website for this? Please help. I have been using  of your CPAP's (both on your recall list) since , and for the last year I have been having major headaches, and sinus/throat issues. I would like to have this taken care of. Please help. Thank you. Today is Thursday June th lol What time will the portal be up? Ok, so your site is now up and I have registered and got a confirmation number. What happens now? Hello? What happens now that I have registered? Your site has no information on what happens.","I have been using of your CPAP's since, and for the last year I have been having major headaches, and sinus/throat issues. I can't find anything on your website for this? Please help.",cant find anything on your website csr tells me,"Good morning. I am in Canada, and have seen your CPAP recall alert. I called your customer service number a few days ago, and she told me to check your website today (Thursday June th ) to register my CPAP's and have them replaced. I can't find anything on your website for this? Please help. I have been using  of your CPAPD's (both on your recall list) since, and for the last year I have be having major headaches, and sinus/throat issues. I would like to have this taken care of. Please help you. Today is Thursday June th lol What time will the portal be up? Ok, so your site is now up and I have registered and"
"Hello!
I am wondering if you have any hairdryers in your collection that does NOT contain teflon, ptfe or other contents that may be toxic or emit toxic gasses into the air?
The reason this is extremely important is because I rescue birds and will be using the hairdryer on the birds, and these gasses could kill the birds.
Hope to hear from you soon. I am situated in Norway, just in case this is relevant in regards to what products are sold where.
With kind regards
Nina Thank you so very much for you kind and quick response. I've had a look through the page you sent me, and from what I can see, it seems all your hairdryers have the ionic effect, which is great for hair (if I was bying to use for myself, I would love that), but unfortunately one of the things that are scary for birds. 
I do appreciate the costumer service, though!
With kind regards
Nina","Hello Nina! I am wondering if you have any hairdryers in your collection that does NOT contain teflon, ptfe or other contents that may be toxic or emit toxic gasses into the air? Hope to hear from you soon.",iâ looking forward using hairdryers without teflon,"Hello!
I am wondering if you have any hairdryers in your collection that does NOT contain teflon, ptfe or other contents that may be toxic or emit toxic gasses into the air?
The reason this is extremely important is because I rescue birds and will be using the hairdRYer on the birds, and these gasses could kill the birds.
Hope to hear from you soon. I am situated in Norway, just in case this is relevant in regards to what products are sold where.
With kind regards
Nina Thank you so very much for you kind and quick response. I've had a look through the page you sent me, and from what I can see, it seems all"
" Why cant I register my recalled DreamStation on your website, or contact a representative on the phone because you have too many calls. Horrible customer service!  I finally was able to register my DreamStation at :01 PM Thursday afternoon. You obviously did not think this situation out and realize how many calls/registrations you would receive. Hello, you mention cancer..what do you think was going to happen?  Not enough resources to answer phones.  Another issue..why did you continue selling your DreamStation CPAP machines with a known issue of sound deadening foam material that could potentially cause cancer?","The DreamStation CPAP machine was registered on Thursday afternoon. It is not possible to register it online, or contact a representative on the phone.",cant register my recalled dreamstation due too many calls," Why cant I register my recalled DreamStation on your website, or contact a representative on the phone because you have too many calls. Horrible customer service!  I finally was able to register my DreamStation at :01 PM Thursday afternoon. You obviously did not think this situation out and realize how many calls/registrations you would receive. Hello, you mention cancer..what do you think was going to happen?  Not enough resources to answer phones.  Another issue..why did you continue selling your DreamStation CPAP machines with a known issue of sound deadening foam material that could potentially cause cancer?"
"Hi there. We have one of your fabulous brushes, model I think is HX682P and today the head has gone very loose & wobbly. Ive tried a new head & thats the same. It looks to me that the silver spike you put the head on is lose. I cant find the receipt but its less than a year old. Can you help please? Thank you     Hello there. Yes of course, please see attached :) Thank you so much 

My email is:



Thanks again  Hello Charles. 

Thank you so much, I appreciate that so much.

Its Mark Forrest   Daylesford Drive
Newcastle upon Tyne
NE3 TW
     

Thank you so much again   Thank you Chloe  Wow that was fast! Thank you, will dooooooo 

Have a fab day too Chloe, thank you   Hello there 

The new toothbrush handle arrived today. Thank you all so so so much for your amazing service, its so rare to receive such good service.

Thanks again, have a lovely week everyone xx  xx Thank you so much Geoffrey ",The new toothbrush handle arrived today. Thank you so much for your amazing service.,thank you dear friend whose toothbrush handle arrived today,"Hi there. We have one of your fabulous brushes, model I think is HX682P and today the head has gone very loose & wobbly. Ive tried a new head & thats the same. It looks to me that the silver spike you put the head on is lose. I cant find the receipt but its less than a year old. Can you help please? Thank you   I  Hello there. Yes of course, please see attached :) Thank you so much 

My email is:

Thanks again  Hello Charles. 
ةThank you so more, I appreciate that so much.

Its Mark Forrest   Daylesford Drive
Newcastle upon Tyne
NE"
This is my home theater and i lost the remote control of this. If there is any app for control this device please do let me know and if there any way where i can get the remote control of this kindly send me link. Without remote this product is useless. What should i do. Should i go ahead and throw this product. MODEL NO. : phillips DSP   I talked with phillips service center but they are saying we dont have it   No local shop have this kind of remote So what i do now.. Throw this shit from my house. I am really disappointed... From now i am not going to purchase any phillips products. And i will make sure that no one in my family will purchase your brand product. I am going to burn home theater because there is no othe option..,Without remote this product is useless. What should i do. Should i go ahead and throw this product?,iââm going throw fire phillips,This is my home theater and i lost the remote control of this. If there is any app for control this device please do let me know and if there any way where i can get the remote Control of this kindly send me link. Without remote this product is useless. What should i do. Should i go ahead and throw this product. MODEL NO. : phillips DSP   I talked with phillip service center but they are saying we dont have it   No local shop have this kind of remote So what i do now.. Throw this shit from my house. I am really disappointed... From now i am not going to purchase any philliers products. And i will make sure that no one in
