Message,Product,Brand,Customer_Query,Problem,Brand_Actions,Brand_Reply,CaseNumber
customer asked i currently have an monitor and a monitor the aoc monitors backlight is failing so im looking for a replacement any monitor suggestions needed hdmi not needed speakers usb hub would consider a single ultrawide. executive replied hi there richard thanks for reaching out to us for assistance were sorry to hear youre having issues with your monitor can you please send us a direct message so we can assist you properly with your situation. customer asked hi its actually not your monitor that im having issues with your one is working fine except hdmi port no longer works my much more expensive old aoc monitor is the one with the failing backlight thanks for checking though,monitor,aoc,the aoc monitors backlight is failing so im looking for a replacement,its actually not your monitor that im having issues with your one is working fine except hdmi port no longer works,its actually not your monitor that im having issues with your one is working fine except hdmi port no longer works,executive replied,4435186
customer asked hello im after the flat light bulbs and would like to order more than just a dozen of them im thi king i would lie a few boxes of them depending on how many come in a box maybe more than a couple of boxes zalig nieuwjaar. executive replied hi there marielle thanks for reaching out to us for assistance can you please provide us with your country of residence then well have a look. customer asked canada excellent happy to hear. executive replied thanks for letting us know marielle we recommend contacting our designated team at and theyre available from monday friday est we hope that helps,flat light bulbs,,im after the flat light bulbs,im after the flat light bulbs and would like to order more than just a dozen of them,available from monday friday est we hope that helps,theyre available from monday friday est we hope that helps,4435317
customer asked hey i wanna buy the philips and the specs say it has android do you know if it can be updated to android or please. customer asked please. executive replied hi thanks for your message it is true this model comes with android most likely it will get an update to android however this depends on the results of stability tests so we are not able to give a release date for this update however it will certainly not happen before autumn next year if you have any other questions do not hesitate to contact me best regards bartek philips tv consumer care. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,philips,bartek,please.,customer asked please.,we are not able to give a release date for this update however it will certainly not happen before autumn next year,executive replied hi thanks for your message it is true this model comes with android most likely it will get an update to android,4435404
customer asked hi do u have a water filtration vacuum cleaner. executive replied hi there koh thanks for reaching out to us for assistance we had a water filtration vacuum cleaner in the past but this model seem to have been discontinued perhaps a similar model will be available later in the future we recommend that you keep an eye out for availability in the future or you may also check other third party retailers you can view our other models here hope that helps. customer asked thank you for your reply i hope that u can have a handheld water filtration vacuum cleaner in the near future. executive replied your feedback is crucial to us koh and we will pass it on to our product team have a nice day.,vacuum cleaner.,executive,hi do u have a water filtration vacuum cleaner.,we had a water filtration vacuum cleaner in the past but this model seem to have been discontinued,your feedback is crucial to us koh and we will pass it on to our product team,we will pass it on to our product team,4435863
customer asked now months since i registered the cpap machine months since i demanded a refund due to no contact regarding the recall and calls all at least minutes on the phone trying to get through never again would i purchase phillips. executive replied hello and thanks for reaching out shelby if you have registered your product via the portal on our website we will consult with your dme to see who will manage your replacement if they authorize us we will reach out and update you on the status and the time frame this is a necessary step and might take some time,cpap machine,phillips.,never again would i purchase phillips.,no contact regarding the recall and calls all at least minutes on the phone trying to get through,this is a necessary step and might take some time,we will consult with your dme to see who will manage your replacement,4435864
customer asked been using a sonicare brush i think since took a few moments to get use to the vibrations but now its weird to even use a manual brush on my third model even though after years with my series thats still workingi just bought a series for as a christmas gift for myselfcouldnt be happier figured it was time for an upgrade love the app feedback just got to get better at the amount of time on each section. executive replied hi elden thanks for taking the time to share these nice words with us were glad to hear that you like our toothbrushes have a great day,sonicare brush,,took a few moments to get use to the vibrations but now its weird to even use a manual brush,its weird to even use a manual brush on my third model,executive replied,executive replied,4435894
customer asked is there any way to find out when i will receive my replacement cpap machine i registered about six months ago and rely heavily on my cpap machine please help this is having an extreme impact on mine and my families life and well being. executive replied hi geoff we understand that waiting for news about when and how your device will be repaired or replaced can be frustrating while we have already started to ship replacement devices in several markets philips is currently unable to confirm individual repair or replacement timeframes our aim is to provide further clarity on ship times in the future as we continue to ramp our production capabilities. customer asked your understanding doesnt help me,cpap machine,philips,is there any way to find out when i will receive my replacement cpap machine,waiting for news about when and how your device will be repaired or replaced can be frustrating,philips is currently unable to confirm individual repair or replacement timeframes,executive replied hi geoff,4435909
customer asked its waste of money it does not provide the excepted result. executive replied hello vidhya thank you for reaching out we are sorry to hear you arent satisfied with your straightening brush please consider following these tips which may help you get better styling results please feel free to let us know if this helps. customer asked i followed it but its not up to the mark its not a straightener. executive replied thank you for your feedback vidhya wed like to assist you further with this can you please send us a private message sharing a proof of purchase and a picture of the product details imprinted on your device thank you,straightening brush,,its not a straightener.,customer asked i followed it but its not up to the mark its not a straightener.,its not a straightener.,executive replied,4436089
customer asked philips what is the cost as we would love to get one. executive replied hi vicky thanks for reaching out and your interest in our airfryer to order online or request information on availability or price indications we recommend that you get directly in touch with our distributor on monday friday am pm aedt alternatively you can reach out to them via whatsapp on hope this helps. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,airfryer,,philips what is the cost as we would love to get one.,airfryer,airfryer,executive replied hi vicky thanks for reaching out and your interest in our airfryer,4436131
customer asked hello. customer asked i saw the laser machine i am from lebanon but it is located in georgia do you deliver to georgia. executive replied hi nada thanks for reaching out and your interest in our product wed be happy to assist do you mean our philips lumea could you elaborate on your request so we can assist you more efficiently are you based in lebanon or in georgia awaiting your reply. customer asked yes philips lumea im in georgia. executive replied thanks for your prompt reply nada you can purchase our philips lumea directly from our website kindly visit the following link for more information on its features benefits and price indication if you still have questions feel free to reach out. customer asked thank youuu. executive replied anytime nada good luck with your purchase,laser machine,philips,i saw the laser machine,it is located in georgia,nada good luck with your purchase,nada good luck with your purchase,4436146
customer asked hello the blending jug for my phillips blender broke so now im not able to use it do you sell replacementsthe model no is photo below im based in nairobi please let me know. . . executive replied hello thuku thank you for reaching out please reach out to our service centre nabico with the model number provided and they will help you. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,phillips blender,phillips,the blending jug for my phillips blender broke so now im not able to use it,the blending jug for my phillips blender broke so now im not able to use it,service centre nabico with the model number provided and they will help you.,please reach out to our service centre nabico with the model number provided and they will help you.,4436395
customer asked mary n karoki the problem is that they dont answer to questions poised by their clients. executive replied hello aisha order it here depending on functionalities it has allinone appliance to knead whisk shred slice and juice for more information check out. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer asked adhiambo oluoch tena sana,mary n karoki,,mary n karoki,the problem is that they dont answer to questions poised by their clients.,they dont answer to questions poised by their clients.,executive replied thanks for our conversation we hope weve been able to help you here on social media,4436401
customer asked how many cost sir. executive replied hi khateeb thanks for reaching out and your interest in our product kindly refer to the following link for further information if you still have questions feel free to each out. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,how many cost sir.,,how many cost sir.,if you still have questions,social media,fill out this quick survey,4436589
customer asked food processor is it blending ama. customer asked esther maivein thanx. executive replied hello dama the food processor has functionalities that is as opposed to a blender you can whisk shred slice etc for more information check out buy it here. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,blender,dama,esther maivein,food processor has functionalities that is as opposed to a blender,blender,thanks for our conversation we hope weve been able to help you here on social media,4436601
customer asked the phillips heated straightening comb is written not to be used on wet hair does the hair have to be totally dry or towel dried is ok. customer asked hi. executive replied hello grace dry hair indeed check out some tips from. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,straightening comb,phillips,phillips heated straightening comb is written not to be used on wet hair,grace dry hair,phillips heated straightening comb is written not to be used on wet hair,fill out this quick survey,4436705
customer asked bu rnle ilgili bilgi alabilirmiyim ltfen. executive replied merhaba uan kk ev aletleri birimimizdesinizkonu hakknda numaral hattan memnuniyetle destek alabilirsiniz. customer asked telefondan kiisel bilgi kayd isteniyor. customer asked kabul etmediimde grme yapamyoruz. executive replied link zerinden de kontrol edebilirsiniz siz. customer asked tk ederim kolay gelsin. executive replied teekkrler salkl gnler,ev aletleri,teekkrler,telefondan kiisel bilgi kayd isteniyor.,kabul etmediimde grme yapamyoruz.,kabul etmediimde grme yapamyoruz.,kabul etmediimde grme yapamyoruz.,4436775
customer asked when should i expect my replacement cpap because of the recall. executive replied hi carol we understand that waiting for news about when and how your device will be repaired or replaced can be frustrating while we work to provide patients with a replacement device as quickly as possible we will provide as much information as we are able throughout the process as the situation is constantly evolving we will continue to make sure that both you and your care team have the most uptodate information via email until we are able to ship your replacement device,as quickly,,when should i expect my replacement cpap,waiting for news about when and how your device will be repaired or replaced can be frustrating,provide patients with a replacement device as quickly as possible,provide patients with a replacement device as quickly as possible,4437531
customer asked how to use this. executive replied hi veena thank you for your interest in our straightening brush the way it works is fairly simple after plugging the device into a power outlet and selecting the desired temperature setting you can wait for seconds for the brush to heat up until the ready to use light starts flashing then you may carefully comb through your hair just like you would with a regular brush we hope this helps. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,straightening brush,,how to use this.,how to use this.,plugging the device into a power outlet and selecting the desired temperature setting,executive replied,4437902
customer asked hi philips kenya i need one heated straightening brush before but im stuck how do i pay with ipay i can see mpesa is for nairobian im in mombasa. executive replied hello purity make an order today you should have it my you still can pay with mpesa order here for guidance on paying or ordering queries call the distributormyredrhino they will guide you. customer asked thank you place my order with myredrhino cant wait to have it. executive replied let us know how it goes once you receive it. customer asked okay,heated straightening brush,philips,i need one heated straightening brush,heated straightening brush before but im stuck how do i pay with ipay,philips,let us know how it goes once you receive it.,4437906
customer asked so when can i expect my replacement machine i am in canada and registered my machine immediately upon recall this almost months ago i am very concerned and disappointed in the slow response. executive replied hi jackie we understand that waiting for news about when and how your device will be repaired or replaced can be frustrating while we work to provide patients with a replacement device as quickly as possible we will provide as much information as we are able throughout the process as the situation is constantly evolving we will continue to make sure that both you and your care team have the most uptodate information via email until we are able to ship your replacement device,my machine,,so when can i expect my replacement machine,i am very concerned and disappointed in the slow response.,we work to provide patients with a replacement device as quickly as possible,provide patients with a replacement device as quickly as possible,4438093
customer asked i have been waiting a long time for my fixboth my sister and my brother have replaced units but because my mc paid unit is less than five years i am stuck stopping use means that mc will not pay for another and i need cpap i am a retired rt and always swore by respironics must have set up thousands of them i really feel betrayed. executive replied hi anne we understand that waiting for news about when and how your device will be repaired or replaced can be frustrating while we have already started to ship replacement devices in several markets philips is currently unable to confirm individual repair or replacement timeframes our aim is to provide further clarity on ship times in the future as we continue to ramp our production capabilities,mc paid unit,philips,i have been waiting a long time for my fixboth,i have been waiting a long time for my fixboth,philips is currently unable to confirm individual repair or replacement timeframes,we have already started to ship replacement devices,4438127
customer asked day of sharing my favorite things i brushed for years with a manual toothbrush and thought it was fine then i brushed with an electric toothbrush philipssonicare and wow my mouth next felt so clean i totally converted and cant see myself ever going back why didnt i make this change sooner this is something i use every day and just love and i want you to love it too should we keep sharing favorite things how often what topics let me know in the comments. executive replied nothing wakes you up quite like a thoroughly brushed smile whats your favorite part of your brush. customer asked the handle for sure so comfortable to hold,electric toothbrush,philipssonicare,the handle for sure so comfortable to hold,customer asked the handle for sure so comfortable to hold,nothing wakes you up quite like a thoroughly brushed smile whats your favorite part of your brush.,nothing wakes you up quite like a thoroughly brushed smile,4438176
customer asked hi i recently bought a blender and accidentally dripped the grinder and it broke how can i purchase just the grinder coz the whole thing is still new. executive replied hello katheu apologies for that please reach out to our service center nabico enterprises on with the model number appears on the base of the product and starts with hrand you will be assisted. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,blender,nabico,i recently bought a blender and accidentally dripped the grinder,accidentally dripped the grinder and it broke,nabico,please reach out to our service center,4438182
customer asked hey i was wondering if i might be able to set the hue family indoors ledstripe under my kitchen chest it would be right over the stove as i need light there too thank you for advice regards dorottya. customer asked this one. executive replied hello dorottya and thank you for contacting us i can see you have some questions regarding hue lamps and cant help you for here unfortunately please contact our lightning department and they will be able to answer your question oscar,hue lamps,dorottya.,if i might be able to set the hue family indoors ledstripe under my kitchen chest,i can see you have some questions regarding hue lamps,dorottya and thank you for contacting us i can see you have some questions regarding hue lamps,executive replied hello dorottya and thank you for contacting us i can see you have some questions regarding hue lamps,4438418
customer asked will medicare cover the cost. executive replied hi renaldo there are many different types of insurance plans if you have questions about your insurance benefits please contact your insurance company or your current medical equipment provider to determine your benefits we recommend you speak with one of our oxygen specialists on they can get you in touch with your current provider to discuss your reimbursement options additionally they can help you learn which device might be right for you and to discuss about our various payment options and plans you can find more faqs on insurance answered here,oxygen,,will medicare cover the cost.,if you have questions about your insurance benefits please contact your insurance company or your current medical equipment provider,renaldo,executive replied,4438572
customer asked hi i brought a coffee machine and my milk sprout is not there and my water fillter is not there. executive replied hi warner thanks for reaching out and congratulations on your new coffee machine were sorry to hear that some of the accessories seem to be missing from your package in order to look into this further please share your proof of purchase and a picture of the obtained box thanks in advance well be right here. customer asked everything is ok now i thought i wasnt in there then i look again then i found it and thank so much. executive replied great to hear that warner please feel free to reach out to us if you require further assistance,coffee machine,warner,my milk sprout is not there and my water fillter is not there.,my milk sprout is not there and my water fillter is not there.,please feel free to reach out to us if you require further assistance,executive replied hi warner,4438626
customer asked put the price its important. executive replied hello dola get it here starting from ksh and we will deliver to you. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer asked i have not had any experience so far and i needed to have a an experience,experience,dola,i have not had any experience so far and i needed to have a an experience,customer asked i have not had any experience so far and i needed to have a an experience,experience,we will deliver to you.,4438816
customer asked whats the power consumption like. executive replied hi dave this is an answer on mode power demand for sdr energy class for hdr g on mode power demand for hdr networked standby mode w if you have any other questions do not hesitate to contact us best regards philips tv consumer care. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,tv,philips,whats the power consumption like.,power consumption like.,philips tv consumer care.,executive replied,4439085
customer asked hi i have a core sedan the bulbs are useless does philips have headlight bulbs that fit my car if you do i need the brightest i am allowed to fit my car with thank you. executive replied hi paul thank you for reaching out can you please share your country of residence with us so we can be of more thorough help looking forward to your reply. customer asked hi queensland australia. executive replied thank you for this information paul we have attached a link that will lead you to our official philips australia that provides all the information you are looking for we hope this helps please let us know if you require any further assistance. customer asked ok,headlight bulbs,philips,i have a core sedan the bulbs are useless,core sedan the bulbs are useless,philips australia,we have attached a link that will lead you to our official philips australia,4439117
customer asked customer service terriblenobody gets in touch after phoning in multiple times. executive replied hello rebecca thank you for your comment we are sorry to hear about your experience and we definitely want to assist you further with this please send us a private message elaborating on your concern and we would be more than happy to assist you further many thanks in advance hope to hear from you soon. executive replied hi rebecca we just wanted to check if you still needed any assistance feel free to reply and we will do our best to help you,customer service terriblenobody,,customer service terriblenobody gets in touch after phoning in multiple times.,customer service terriblenobody gets in touch after phoning in multiple times.,terriblenobody gets in touch after phoning in multiple times.,executive replied,4439255
customer asked i want to know but i dont understand arabic. customer asked may i have english language please. executive replied hello mumbejja thank you for reaching out please visit the following link to see all details about this product in english. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,arabic.,mumbejja,i want to know but i dont understand arabic.,i want to know but i dont understand arabic.,we hope weve been able to help you here on social media,fill out this quick survey,4439302
customer asked where can i get it in abuja the no burn iron. executive replied hello mamaz_cocoon thanks for contacting us kindly note the perfectcare steamiron price may vary depending on the distributor kindly click this link to buy or visit any spar mega plaza grand square next cash carry alwed roban stores matilda rozi colors or market square supermarket around you to buy your philips appliances thank you. executive replied hello mamaz_cocoon thanks for contacting us kindly note the perfectcare steamiron price may vary depending on the distributor kindly click this link to buy or visit any spar mega plaza grand square next cash carry alwed roban stores matilda rozi colors or market square supermarket around you to buy your philips appliances thank you,no burn iron.,philips,no burn iron.,no burn iron.,distributor,executive replied hello mamaz_cocoon,4439442
customer asked hi do you still stock the below dummies anywhere please my son only takes these and i can no longer find in any shops or online colour doesnt matter. . executive replied hello natalie thank you for reaching out to us we are sorry to hear about this and can understand how frustrating this can be unfortunately we do not have this product in stock as it is currently busier than usual we would like to suggest clicking on the notify me on our website this will allow you to be notified when this product is back in stock we currently do have avent ultra soft snuggle soothers in stock which you can find at this page apologies we could not be of more assistance to you please let us know if you have any other questions or queries,the below dummies,,my son only takes these and i can no longer find in any shops or online colour doesnt matter.,my son only takes these and i can no longer find in any shops or online colour doesnt matter.,we do not have this product in stock as it is currently busier than usual,executive replied,4439490
customer asked is the fat diffuser plate in the air fryer heat resistant. executive replied hi chris thank you for your message yes the part is heatresistant happy holidays. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer asked thank you wanted to make sure before i first used it. executive replied youre welcome chris we hope you enjoy using your airfryer.,fat diffuser plate,holidays.,is the fat diffuser plate in the air fryer heat resistant.,fat diffuser plate in the air fryer heat resistant.,executive replied hi chris thank you for your message yes the part is heatresistant,fill out this quick survey,4439528
customer asked i buy this product from flipkart and they gave me used product with hair stuck in it wrost product without packaging. executive replied hello maverick thank you for reaching out to us we are sorry to hear about your experience and we definitely want to assist you further with this please send us a private message with a picture of your trimmers handle where all the details are printed please with this information we could take a closer look into this for you many thanks in advance. executive replied hello maverick we just wanted to check if you still needed any help feel free to send us a private message and we will be more than happy to assist you further,trimmers,,hair stuck in it,they gave me used product with hair stuck in it,they gave me used product with hair stuck in it wrost product without packaging.,executive replied hello maverick,4439624
customer asked hi. customer asked where i can buy your product. executive replied hello fazil thank you for reaching out to us we would be more than happy to assist you further with this could you let us know which product you are asking about and your country of residence please with this information we could take a closer look into this for you many thanks in advance. customer asked where i can find your shop. executive replied thanks for getting back to us fazil could you send us your country of residence please with this information we could help you further many thanks in advance. customer asked im in kuala lumpur malaysia. executive replied thanks for this information fazil you can find all the products that we offer in malaysia on our official philips malaysia website we hope this helps,product,philips,where i can buy your product.,customer asked where i can find your shop.,philips malaysia website,executive replied hello fazil thank you for reaching out to us,4439694
customer asked hello was just wondering if you can disney plus on the philips ambilight tv the model number is. executive replied hi gavin thanks for your message unfortunately your tv is not an androidtv thats why you have no access to google play store and cant install apps like disney i recommend you to buy a digital media player for example google chromecast by using this you will get access to all applications available in google play store you can use this device with any tv with an hdmi port best regards bartek philips tv consumer care. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,philips ambilight tv,philips,if you can disney plus on the philips ambilight tv,your tv is not an androidtv,we hope weve been able to help you here on social media,executive replied hi gavin thanks for your message unfortunately your tv is not an androidtv thats why you have no access to google play store,4439715
customer asked hello hope youre doing well im oriada roys mom we live in bolognaitaly i would absolutely love to collaborate with you and support each other my instagram account if you are interested just let me know thank you so much warm regards oriada. customer asked hello hope youre doing well im oriada roys mom we live in bolognaitaly i would absolutely love to collaborate with you and support each other my instagram account if you are interested just let me know thank you so much warm regards oriada. customer asked dm pls. executive replied hello oriada thanks for your interest in collaborating with us and we appreciate that you are looking into this however we are unable to commit to these proposals at this point wishing you a nice day for now. customer asked wait for an answer,dm,dm,wait for an answer,customer asked wait for an answer,wait for an answer,we are unable to commit to these proposals at this point wishing you a nice day for now.,4439768
customer asked can i please ask you how to go about updating your soundcurve ive loved it to bits until it stopped working tried to find a solutionit appears software related yet its next to impossible to update it can you please walk me through the process thanks. executive replied hi there you can update your with a pc or mac please find the instructions on page of the user manual httpstcozvjzodkxka best regards philips tv consumer care. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,soundcurve,philips,how to go about updating your soundcurve,solutionit appears software related yet its next to impossible to update it,philips tv consumer care.,fill out this quick survey,4439950
customer asked hi i ordered three products from philips and i received one of them two of them remain i wanted to ask when i can get it i have a trip ahead of me and i wanted to pick it up before i left is it possible for you to check the conditions and tell me how many more days i will receive them. executive replied hello and sorry for my late response we had an internal system error and could not see your messages until now please send me your order number email address and i will do my best to track the current order looking forward to your response and wish you a good day oscar,when i can get it,philips,when i can get it,internal system error,we had an internal system error,i will do my best to track the current order,4440034
customer asked what a joke i had mine less than a year when the recal hit so it was still under warranty its been sitting in the closet since the recal im sure as hell not breathing that garbage into my lungs thanks a lot for the worthless piece of crap have not heard one word since registering. executive replied hello tammy and many thanks for your message please consider reaching out to our dedicated support team via the information on the following page here youll also find more general information and updates on the public safety notice,recal,,what a joke,im sure as hell not breathing that garbage into my lungs,please consider reaching out to our dedicated support team,executive replied hello tammy and many thanks for your message please consider reaching out to our dedicated support team,4440122
customer asked hello again today i got those trimmer heads and i have to thank you so much ill be back using my philips trimmer because its better than the one i bought from braun because it has the beardhair collector this was one huge customerservice thank you oscar and the whole group and have a great new year t samuli. executive replied hello again samuli im glad to hear you received your new trimmer heads and thank you for the kind words wish you a happy new year oscar. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,philips trimmer,philips,hello again today i got those trimmer heads,its better than the one i bought from braun because it has the beardhair collector,customerservice,fill out this quick survey,4440371
customer asked hi can you help my tv philips led for update firmware coz youtube app always freeze and disconnected wifi thanks. executive replied hi fadly absolutely wed be happy to help you before we proceed could you please let us know which country youre located in by sending us a direct message thank you awaiting your reply. executive replied hi fadli how are you doing just checking in to see if you would still like help with your tv if so feel free to share your country of residence so we can have our colleagues on the product team take a closer look hope to speak to you soon,tv philips led,,youtube app always freeze and disconnected wifi,youtube app always freeze and disconnected wifi,update firmware,executive replied hi fadli how are you doing just checking in to see if you would still like help with your tv,4440636
customer asked hi. customer asked can you confirm when you will get more of this item in stock. executive replied hello jack thank you for your interest in our multigroomer unfortunately we cant provide a specific time frame for when the product will be back in stock on our website please activate email notifications so that you will know when your preferred multigroomer is available again click on the notify me button and insert your email address also signing up for the newsletter is a good way to stay up to date about product availability we hope this helps,multigroomer,,can you confirm when you will get more of this item in stock.,we cant provide a specific time frame for when the product will be back in stock,we cant provide a specific time frame for when the product will be back in stock,activate email notifications,4440826
customer asked hi im looking to buy a usb to shaver socket adapter for a sonicare model where can i purchase one thanks. executive replied hello keith thank you for reaching out you can find a socket adapter under this link we hope this helps feel free to ask any additional questions. customer asked thank you. executive replied youre welcome keith in case of any doubts or inquiries in the future please remember that were always here happy to help you have a great day,socket adapter,this link,im looking to buy a usb to shaver socket adapter,you can find a socket adapter under this link,you can find a socket adapter under this link,youre welcome keith,4441061
customer asked good afternoon im not sure what to do my tester product has been in transit since december but i still have not recieved it i dont know whether it is possible to get a and the courier name please i should be reviewing the product but i cant because i have not received it yet. executive replied hello acorna thank you for reaching out wed love to help you can you please let us know the product name via dm. executive replied hi acorna thank you for bringing this to our attention the rest of the irons will be dispatched this week if you are in the gauteng region we reached out to our team and that is what was communicated the delay was due to the decontamination process our storage had to go through before sending out anything,tester,acorna,im not sure what to do,im not sure what to do my tester product has been in transit since december but i still have not recieved it,the delay was due to the decontamination process our storage had to go through before sending out anything,the rest of the irons will be dispatched this week,4441109
customer asked hi i have had my philips for about a year and a half but the calcclean light actually never turned on how often does the light turn on. executive replied hi soufiane thanks for your comment the light should turn on once every months depending on if youre using soft or hard water we recommend regularly descaling the machine to ensure optimal performance we agree that it might be a bit strange that the light has never turned on so wed like to take a closer look please feel free to send us a message on facebook or twitter and we will get back to you as soon as possible hope to speak to you soon. executive replied hi soufine we just wanted to check if you still needed any assistance if you need further help could you send us a private message as we will be more than happy to help you,calcclean light,every months,once every months,the calcclean light actually never turned on,regularly descaling the machine to ensure optimal performance,once every months,4441125
customer asked help with a warranty. executive replied hi alex thank you for reaching out how can we help you. customer asked hi i managed to start a chat and get it mostly resolved online but got disconnected. customer asked is the reference. executive replied good afternoon alex claudia from the uk team here i see in our system that my colleague has already ordered the new trimmer for you did you receive the confirmation email regarding this looking forward to your reply kind regards claudia. customer asked yes its all sorted now thanks. executive replied thats good to hear alex feel free to let me know when the new trimmer has arrived at your doorstep id appreciate the update kind regards claudia,trimmer,,help with a warranty.,i managed to start a chat and get it mostly resolved online but got disconnected.,i managed to start a chat and get it mostly resolved online but got disconnected.,ordered the new trimmer,4441179
customer asked hello just purchased tv top right of screen is a sticker that says do not remove its very annoying why cant it be removed regards lee. executive replied hi lee this sticker can be carefully removed it warns you against tearing off the sticker that is on the entire surface of the screen kind regards bartek philips tv consumer care. customer asked great thank you. executive replied you are welcome we are here if you need anything kind regards bartek philips tv consumer care,tv,philips,hello just purchased tv top right of screen is a sticker that says do not remove,top right of screen is a sticker that says do not remove its very annoying why cant it be removed,this sticker can be carefully removed,tearing off the sticker that is on the entire surface of the screen,4441216
customer asked how much price. executive replied hi shubham thank you for reaching out you can find more information on our dedicated product page we hope this helps. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. executive replied hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,how much price.,,how much price.,how much price.,executive,fill out this quick survey,4441242
customer asked trash i bought one a while ago its a pain to clean and it doesnt shave that well. executive replied hi jason thank you for reaching out we are very sorry to hear about your unsatisfactory experience with your oneblade we kindly ask you to contact us via our private messages and elaborate on this issue a little more hope to speak to you soon. executive replied hello jason we were wondering if there is anything we could do for you here feel free to let us know,oneblade,,trash,its a pain to clean and it doesnt shave that well.,oneblade,executive replied,4441292
customer asked how do i talk to someone about resetting my password after ive replaced my unit with a recall dreammapper will not let me login without resetting my password and the sn on the new replacement machine isnt being accepted. executive replied hi greg thanks for reaching out please find more information on our support page where you will also find the details to reach out to our dedicated support team theyre happy to see how we can help you further with this,dreammapper,,dreammapper will not let me login without resetting my password,dreammapper will not let me login without resetting my password,dreammapper will not let me login without resetting my password,executive replied hi greg thanks for reaching out please find more information on our support page,4441300
customer asked mine says clean pre filter help tell me how it says clean pre filter do i clean it. executive replied hi thank you for reaching out we kindly ask you to contact us via one of our social media channels so we can help you further were available on facebook and twitter hope to speak to you soon. customer asked i cleaned mine but the red button is still on even when i held it down for seconds as you said. executive replied hello thank you for reaching out we kindly ask you to contact us via one of our social media channels so we can help you further were available on facebook and twitter hope to speak to you soon,the red button,executive,i cleaned mine but the red button is still on even when i held it down for seconds as you said.,i cleaned mine but the red button is still on even when i held it down for seconds as you said.,executive,executive replied hi thank you for reaching out,4441319
customer asked have this blender but jug is broken where can i buy one am in kinoo. executive replied hello john for replacement and spares please reach out to our service centre nabico enterprises ltd on the following numbers and they will assist you. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,blender,,have this blender but jug is broken,have this blender but jug is broken,social media,fill out this quick survey,4441434
