Message,CaseNumber,Summary
customer said even with verizon over years and it use to have good service but gets worse daily and thank goodness they are finally bringing internet to where we live then i can go to straight talk and get rid of verizon and their high price bad service. agent said this hurts our hearts to hear debbie your choice to be a part of our family the past years is valued by our team please send a private message our way so we can address this outlook with you eli,3437969,customer wants to get rid of verizon. agent asks to send a private message.
customer said can i change my phone number here. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. agent said thank you for contacting us on social media we are your hour support team for any questions or concerns with your verizon service we want to help you have a mobile number that meets your needs well help with a number change now is your service type verizon wireless or verizon fios home franklin,3437994,customer needs help with verizon service. customer helps change phone number. agent replied in order to get you to the right agent as quickly as possible.
customer said i damaged my phone and need a new i have mobile protect. agent said hello jessica we are very sorry to hear about what happened to your phone i completely understand how disappointing that can be as that has happened to me before having insurance is always good to have in case the unexpected happens you can get in touch with asurion our insurance provider directly by dialing to have a claim submitted or you can also visit their website by selecting the link below does this address your inquiry brett,3437998,customer needs help with mobile protect. customer Jessica damaged her phone and needs a new one. agent recommends her to contact their insurance provider.
customer said love paying a month for these kind of lte speeds in the eighth largest city in the state. agent asked making sure you have the services you need is important lets investigate the details when did this start what services are impacted calls text data may we have your nearest intersection city and zip code so we can accurately pinpoint your location sylvia. customer said nothing you can really do your service just sucks in my town but im stuck paying for it. agent said we are here for your support and we want to help please share more details sylvia,3438010,customer needs help with service. customer loves paying a month for these kinds of lte speeds in the eighth largest city in the state but is stuck paying for it. agent replied making sure you have the services you need is important lets investigate the details.
customer said i have wireless phone protection on one of my phones with screen replacement how do we get the screen changed. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said mobile cellular. agent said thank you were connecting you with an agent as quickly as possible. agent said thank you for reaching out clara glad to be speaking with you here on facebook i see you need to get your screen fixed that is easy you can either call asurion or start the claim on our mobile app which would you like to do becky,3438028,customer has wireless phone protection on one of phones with screen replacement. agent asks to call asurion or start the claim on their mobile app.
customer said i need help setting up my new hotspot it will not connect to my data plan. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. agent said hello michelle congratulations on your new hotspot we certainly are happy to assist with making sure that it is set up successfully so that we can see this from your eyes can you please describe what is happening that tells you that your hotspot is not connecting to the verizon wireless network brett,3438040,customer needs help with data plan. customer says i need help setting up my new hotspot. agent tells that new hotspot cannot connect to the verizon wireless network.
customer said yep heres my comment i want to leave for them id like to leave feedback about the most recent update from a couple of weeks ago i am thoroughly frustrated with updates i cant control that worsen user ability the last update made using emojis and my calendar very difficult to use locating the emoji has extra steps and trying to find things and then the calendar parr if i have a lot of ongoing on it it keeps scrolling down as i start to type please change this for us asap and use the product with the update first before making everyone suffer through the glitches,3438041,customer needs help with calendar. customer wants to leave feedback about the most recent update. asks to use the product with the update first before making everyone suffer through the glitches. customer is still waiting for help.
customer said our wifi has been out all day how do we report it or see if its an outage. customer said this sure is expensive internet that goes down a lot. agent asked hello attacca welcome to the social chat platform my name is darryl it would be my pleasure to assist you we know how frustrating it can be when your services are not working properly or out but we will do our best to get you taken care of please select this link to see if youre in an area that is experiencing service issues dmm,3438069,customer phones to report the outage of their internet. agent answers the phone and will do their best to get them taken care of.
customer said can i upgrade my phone if its not entirely paid off yet. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. agent asked hi there how are you today thank you for reaching out to us here in social media i would be more than happy to assist you with your concern you will first have to pay off the device and your account has to be up to date i hope this information was helpful mabell,3438091,customer wants to upgrade phone. agent tells to pay off the device first.
customer said service in my area has deteriorated since last year yet sadly my price to do business with you has not as i am not getting what i pay for in terms of reliability and speeds i have been with verizon for over years it appears that t mobile is vying for my attention as friends and family report far greater service i just dont understand why your infrastructure teams have gotten behind the curve here in my region that has seen record growth if your service does not improve within a month i feel you are in breech of contract and would allow us to cancel our business account and look elsewhere,3438096,customer needs help with t mobile. customer wants to cancel the business account because of the poor service. customer is still waiting for help.
customer said hello can we make sure both of our new lines are activator. agent said hi there jessica can you explain what activator is is this for a mobile phone line vct. customer said sorry active my husband and i are new. agent said no worries is this for a mobile phone service vct. customer said yes. agent said please reach out to our verizon wireless team via facebook at or online at this handle supports residential fios internettvlandline services vct,3438100,customer Jessica explains to what activator is for a mobile phone line. agent replied please reach out to our verizon wireless team.
customer asked is the outage fixed. agent said thank you for reaching back out to us we are still showing that there is still an active outage in your area we would recommend that restart your devices periodically in an effort to regain a connection please also connect your devices to wifi during this time sylvia. customer said when is it estimated to be fixed. agent said we do not have an estimated resolution time as of yet our network team is aware of the concern and is working quickly to resolve this matter please continue to restart your phone to regain a connection sylvia,3438106,customer needs help with phone. customer says is the outage fixed. agent tells there's still an active outage and asks to restart devices to regain a connection.
customer said i have a question. agent said hello garrett welcome to the social chat platform my name is darryl it would be my pleasure to assist you how can we help you today dmm. customer said for the bundle with all tv phone and internet whats the name of it. agent said there a few different options that we have available to you there is the triple play and also our mix and match promotion as well dmm. customer asked whats the links for each one. agent said you can find the best pricing and promotions here at verizoncom you can also see the information for our streaming products or watching on the go dmm,3438112,customer needs help with streaming. customer wants to buy a bundle with all tv phone and internet. agent recommends the triple play and the mix and match promotion.
customer said hello i recently sent in a tradein and it was marked as delivered at the fort worth returns center on and has still not updated the status even from initiated help me please. agent said hi trashcanbob i can understand the worry but this can be common when our warehouse receives an influx of tradeins or simply the status just hasnt updated in our system yet what matters is the device safely arriving at our warehouse from there a tradein credit takes between billing cycles before being reflected on the bill i hope this helps joey,3438113,customer needs help with a tradein. customer says has still not updated the status even from initiated help me please. agent tells the tradein was marked as delivered at the fort worth returns center but hasn't updated the status.
customer said i need a used service extender box because i have almost no service at home. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. agent said hi thank you for reaching out to us via social media i know how important it to stay connected and i would love to help to find out about our network extenders please visit this link let me know if you have any questions sierra. customer said mobile cellular. agent said hi john were you able to look over our network extenders sierra,3438117,customer John needs a used service extender box because he has almost no service at home. agent replied to get you to the right agent as quickly as possible.
customer said i need to transport numbers on my new lines. customer said i have the pin numbers to do so. agent asked good evening leah i would be happy to assist you today are you requesting a transfer pin luverne. customer said i have the pins from total wireless to get the port done. agent said porting in to verizon is easy peasy follow the link below to begin your port in process httpswwwverizoncomswitchtoverizon luverne. customer said thats not working. agent asked are you having an issue with the link or is it giving an error message luverne. agent said hi just checking in with you after our last message do you need to continue this conversation with your social media representative,3438120,customer needs to transport numbers on new lines. agent asks for a transfer pin and tells how to port in to verizon.
customer said fizo was being homophobic and said he was going to keep doing it. customer said i havent written a twitlonger or exposed someone for homophobia for literally like two months i gave fizo a chance to change and i asked the people around him to help him and they said they would but i guess he didnt learn. customer said i have im not here to cancel people on twitter bro ive said it many times but when me josilynn and liv and phil and sean have tried helping fizo all on different occasions idk what else to do ive said fucked up shit like that nd learned from it,3438134,customer needs help with twitlonger. customer tells that fizo was being homophobic and asked the people around him to help him. customer is still waiting for help.
customer said new apple pro max when logging in says not eligible for sms. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. agent said hi there thank you for messaging in to our social media team my name is eli i would value the opportunity to lend a helping hand kindly send a screenshot of where you are seeing this message eli,3438146,customer needs help with new apple pro max. customer wants to get to the right agent as quickly as possible.
customer said anyone with a mind knows ad shouldve won this the fact she wasnt even included is beyond me no wonder no one takes womens soccer seriously because you have embosiles like these that dont know what they are doing. customer asked why include that save from bixby when it wasnt even the best one she made. customer said good save by bella but ad robbed again for save of the week this is horrendous,3438150,customer needs help with bixby. customer thinks ad should've won but ad was robbed for save of the week. customer is still waiting for help.
customer said hello my service has been very shoddy h th e past week is there something going on in my area or is it my phone specifically b. agent asked hello may i have your current zip code so that i may check alerts for your area luverne. agent said we are aware some customers in your service area may be experiencing issues and our network teams are looking into this for more information you may also visit robert,3438156,customer phones have been very shoddy. agent asks for the current zip code.
customer said ive been a verizon customer since they bought out cellular one that was like in or every year service gets worse plans get higher and this new phone the salesman suckered me into is a pos im locked in it for another year and a halfguess its about time i switch to someone else. agent said this is never the outlook we want our loyal costumers to have all the years spent in our family are held close to our hearts please send a private message our way with any feedback on your mind we look forward to hearing from you eli,3438170,customer needs help with new phone. customer has been a verizon customer since they bought out cellular one that was like in or every year service gets worse plans. agent replied agent said this is never the outlook.
customer said hello i need to pay a bill. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said xxxxxxxxx. customer said mobile cellular. agent said hi good evening thank you for reaching out to us through our social media platform i am here to help i know its important to pay your bill what happens when you try to pay through your my verizon app bri,3438175,customer needs help with mobile cellular. customer needs to pay a bill. agent asks to reach out to the right agent.
customer said just my opinion but your new verizon up rewards program sucks i looked forward every month to getting my amazon reward now theres nothing thats even remotely interesting. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said mobile cellular. agent said thank you were connecting you with an agent as quickly as possible. customer said nevermind,3438194,customer needs help with mobile cellular. customer phones to complain about the new rewards program. agent replied connecting you with an agent as quickly as possible.
customer said cox at it again with the terrible internet speeds again no stream tonight unfortunately. agent said oh no sorry to hear about your stream wed love for you to join our fios fam you can check our availability in your area at jra. customer said unavailable in our area. agent said oh man make sure you add your mobile number and email address to be notified when fios becomes available in your area fiosfam dmw,3438203,customer needs help with stream. customer wants to join the fios fam but it's unavailable. agent asks to add the mobile number and email address to be notified when fios becomes available.
customer said can someone assist me. agent asked hello wayne thanks for reaching out to us tonight how may we assist you kac. customer said my television screen is green nothing is working. agent said that is interesting have you tried turning the tv off and back on again kac. customer said no cable or internet. customer said yes i just did that. customer said is there an outage or something in the areas. agent said thanks for that information wayne we would love to assist with getting your tv and internet service back up and running you can login to check for outages either in the myfios app or by using this link kac,3438216,customer television screen is green. agent suggests checking for outages either in the myfios app or by using the link kac
customer asked why can i get to the admin page. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said home phone internet. customer said admin page access. customer said hello. agent said hi thank you for reaching out to us via social media is this for your home internet or fiossierra. customer said hi. customer asked just wondering who i cannot login to. agent asked hi adriana what happens when you attempt to login do you get an error message krt. customer said error message says cannot find page. agent asked are you able to connect to any websites krt,3438220,customer needs help with home phone internet. customer says admin page access. agent tells how to get to the admin page.
customer said hi there id like to unlock the new iphone i received from verizon. agent said hi elaine i can certainly understand that all phones unlock either days after activation on verizon or days after purchase it sounds like you bought it directly from verizon melissa. agent said thank you for the picture of your invoice elaine it doesnt show whether you paid the phone in full on that or if you have a device payment agreement would you mind telling me which one you didhave traci,3438224,customer wants to unlock the new iphone. agent asks whether paid the phone in full.
customer said hello thank you it worked. customer said i apologize for being rude earlier. agent said thank you for reaching back out to us this evening i am so glad to hear it worked apologies are not necessary have we addressed all of your questions and concerns today traci. customer asked yes everything has been answered thank you. agent said i appreciate you letting me know i hope you have fantastic evening and enjoy your holiday weekend traci,3438240,customer needs help with traci. customer apologizes for being rude earlier. agent says everything has been answered.
customer said i need to send back a defective phone because i received a replacement phone i lost the packaging im supposed to send the phone back with how do i send the phone back. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. agent said thank you for reaching out to us tonight on facebook kate i am happy to help you today i know you said that you lost the packaging but do you still have the shipping label traci. agent said hello again kate i was just reaching out to see if you still needed assistance with your return traci,3438242,customer needs to send back a defective phone because lost the packaging but still has the shipping label. agent replied in order to get you to the right agent as quickly as possible.
customer said verizon told me they cant tow dually trucks is that true. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said roadside assistant. agent said thank you for meeting us here marcus did you receive that answer from our roadside assistance team gert. customer said yes and they couldnt tow my truck so i dropped the service. agent said that may definitely be the correct answer i do not have access to roadside assistance information from here you can always call and speak to a different representative and see if it is true that to double verify gert. customer said okay thanks,3438253,customer needs help with roadside assistant. customer tells marcus they can't tow dually trucks so marcus dropped the service. agent advises him to double verify gert.
customer said fios outage in the dcnova area. agent said hello and thank you for reaching out to us here at fios support just to clarify have you checked here to see if there is an open ticket krt. customer said i dont see any outages reported on your site i see it all over twitter and router is solid yellow already rebooted everything. agent said please follow and dm us for further assistance krt,3438270,customer asks for an open ticket because of the fios outage in the dcnova area. agent replied please follow and dm us.
customer said hi is there a home internet outage in the vienna va area zip code my internet stopped working minutes ago and isnt coming back lights on the router look normal too. customer said never mind the globe light on the router is now red. agent said we do apologize for the inconvenience while we work hard to ensure you remain connected at times technology does experience issues we hope to have this resolved soon please be sure to check our my fios app for updates thanks for your loyalty we appreciate your patience dld dld,3438281,customer needs help with router. customer tells there's a home internet outage. agent apologizes and asks to check the my fios app for updates.
customer asked wtf verizon internet not working. agent said hey there mischief managed wed be more than happy to assist you with your internet tonight which internet service do you have with verizon lte home home or fios home dmw. customer said niggas pay too much for verizon for their service to be going out like this. customer said night in a row internet has stopped working. agent asked which internet service do you have with verizon lte home home or fios home aft. customer said for me its been around every night the last two days. agent said wed love to help out do you have home internet or fios home internet wmj,3438282,customer needs help with verizon. customer phones to ask about the internet service. agent says it's been around every night the last two days.
customer said can someone assist me. agent asked thanks for reaching out to our verizon fios support page jordan how can we assist you vct. customer asked i received a replacement tablet today and i put the sim card in but it says that it doesnt have internet how do i fix this. agent said please reach out to our verizon wireless team via facebook at or online at this handle supports residential fios internettvlandline services vct,3438283,customer received a replacement tablet and it says it doesn't have internet. agent replied please reach out to our verizon wireless team.
customer said internet stopped working. agent said hey hamza you can sign in with your credentials to check for outages at we will be here for further support if you find none listed kac. customer said no outages the app says. customer said it just started working again thanks anyways. agent said ok great glad its back working let us know if you need anything in the future were here for assistance when you need it kac,3438284,customer says internet stopped working. agent tells hamza the internet stopped working but it's back working now.
customer said thank you so much joe we ordered anxiously awaiting new phones we just wanted to make sure all of our plans were eligible. agent said thank you for reaching out to us tonight on facebook brooke i am happy to help you tonight just for clarification which promotion are you applying for traci. agent said hi again brooke i just wanted you to know that we are available for you please reach back out to us when you have a free moment traci,3438289,customer needs help with phones. customer brooke asks joe for clarification which promotion is applying for traci. agent replied agent said thank you for reaching out to us tonight on facebook.
customer asked i lost internet in no virginia whats up. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said landline. customer said internet fios. agent asked hello jesse welcome to the social chat platform my name is darryl it would be my pleasure to assist you we know how frustrating it can be when your services are not working properly or out but we will do our best to get you taken care of please select this link to see if youre in an area that is experiencing service issues dmm,3438290,customer lost the internet in no virginia. agent darryl will do her best to get taken care of.
customer asked fios went out right in the middle of obiwan what an absolute low blow wow. agent said were sorry to hear you are having issues we have been getting multiple reports in your area have you tried rebooting your router already kac. customer said sure have. agent asked are there any lights showing on the router currently kac. customer said yeah front of the home router is blinking white its okay hopefully its up by the morning thanks though. agent said blinking white means its trying to connect it should turn solid white once connected kac,3438294,customer says fios went out right in the middle of obiwan. agent tells that the home router is blinking white.
customer said internet is down. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said home phone internet. agent said i know how frustrating it can be to be without service when ever we receive reports of network disruption we upload and update them here for you to view and get details on restoral of service as soon as possible let us know if there are no details there for you,3438300,customer needs help with home phone internet. customer wants to know if there's no details on the restoral of service. agent replied to get you to the right agent as quickly as possible.
customer said outage in northern va i followed your ai helper and it keeps looping me through the same series of steps to no avail nice. agent said we do apologize for the inconvenience while we work hard to ensure you remain connected at times technology does experience issues we hope to have this resolved soon please be sure to check our my fios app for updates thanks for your loyalty we appreciate your patience d. customer asked there is no update via the app so that is why i am here asking why that is according to the app everything is hunky dory,3438304,customer says there's no update via the app because everything is hunky dory. agent replied we do apologize for the inconvenience.
customer said hello im having no internet in northern virginia. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said verizon fios. agent said i know how frustrating it can be to be without service whenever we receive reports of network disruption we upload and update them here for you to view and get details on restoral of service as soon as possible wmj,3438308,customer needs help with verizon fios. customer has no internet in northern virginia. agent asks to contact the right agent as soon as possible.
customer said in prince william cty no internet. customer said in prince william county va no internet. agent said thank you for reaching out to us tonight on twitter we are happy to look into this for you please follow and dm us so we can get right on this traci. customer said home. agent said if you are still having internet issues please follow and dm us we are available for you traci,3438309,customer needs help with home. customer is having internet issues and asks to follow and dm for help. agent replied thank you for reaching out to us tonight on twitter.
customer said hi my fios internet is completely down ive already power cycled the router but its still red. customer said per your site there are no area outages. agent said we do apologize for the inconvenience while we work hard to ensure you remain connected at times technology does experience issues we hope to have this resolved soon please be sure to check our my fios app for updates thanks for your loyalty we appreciate your patience dld dld,3438318,customer needs help with router. customer says the internet is down. agent apologizes and asks to check the my fios app for updates.
customer said is there an outage in northern virginia. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said fios. customer said internet. agent asked hello zach welcome to the social chat platform my name is darryl it would be my pleasure to assist you we know how frustrating it can be when your services are not working properly or out but we will do our best to get you taken care of please select this link to see if youre in an area that is experiencing service issues dmm,3438319,customer needs help with fios. customer says is there an outage in northern virginia. agent asks to select the link to see if is in an area that is experiencing service issues.
customer said is internet down fofor everyone in clinton md. customer said thank you this blows. agent said we always want you to have excellent service wed like to see whats going on lets get to the bottom of this please follow and dm us for assistance melissa. customer said i dont think ill be following but can you tell us whats going on. customer asked what is going on throughout maryland right now. agent said good evening josh thank you for the dm apologies as we do what you connected we are currently performing network upgrades they are expected to complete in several hours if not sooner jra,3438325,customer asks about the status of the internet. agent says they are currently performing network upgrades.
customer said is this a real text from verizon you are enrolled in a verizon cloud plan for per line but have not activated your service for info on how to setup and use this account visit if you wish to cancel cloud service for the lines click here. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. agent said thank you for reaching out to us tonight on twitter i am happy to help you today would you mind providing me with the number you received that text from traci. agent said hi again i just wanted to let you know that we are here whenever you have a moment traci,3438327,customer is enrolled in a verizon cloud plan but hasn't activated it. agent asks for the number received that text.
customer said do i wait for my wifi to turn on dmv. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said my fios internet is not working. agent said hey james we do apologize for the inconvenience as we have been getting multiple reports of service issues from your area kac. customer said so do i wait. customer said est. agent said it looks like the current estimated restoral time is am kac,3438335,customer needs help with fios internet. customer tells James the internet isn't working. agent apologizes and says the current estimated restoral time is am
customer said in the middle of obi wan and fucking has an outage in my area whatre the odds dude come the fuck on. agent said hi i know how important it is to have the fast services you can rely on and i would love to help pleae follow and dm us sierra. customer said youre just doing your job but the entire dmv is down so if they could fix it thatd be great. customer said fix it. customer said your boss telling you to work out of a starbucks tomorrow. agent said our apologies perry as we always want you connected have you had an opportunity to use the my fios app to check for outages or test your services jra. customer said i hope yours came back on mine came on last night and i got to finish my new episodes,3438336,customer needs help with dmv. customer has an outage and asks to use the my fios app to check for outages or test services. agent replied dm us sierra.
customer said im having issues connecting to the internet tonight over my verizon fios connection can someone please help. agent said we do apologize for the inconvenience while we work hard to ensure you remain connected at times technology does experience issues we hope to have this resolved soon please be sure to check our my fios app for updates thanks for your loyalty we appreciate your patience dld dld,3438337,customer needs help with verizon fios connection. customer has issues connecting to the internet tonight. agent apologizes and asks to check the my fios app for updates.
customer said is there an internet outage in silver spring maryland my router cant connect to the internet. agent asked hello joshua welcome to the social chat platform my name is darryl it would be my pleasure to assist you we know how frustrating it can be when your services are not working properly or out but we will do our best to get you taken care of please select this link to see if youre in an area that is experiencing service issues dmm,3438341,customer needs help with router. customer tells there's an internet outage. agent will do their best to get taken care of.
customer said is there a fios outage in arlington va i dont have the verizon login to check the app or report an outage i just want to know if there are problems in the area. agent said hey becca we have been getting multiple people in that area reporting issues but we do not have anything confirmed as of yet kac. customer said okay thanks. agent said youre welcome it does look like we have an estimated restoral time no it is am kac,3438342,customer needs help with fios. customer wants to know if there's an outage in the area. agent tells there's an estimated restoral time.
customer asked anyone else experience an outage with verizon for the past mins. customer said this had to happen right when obiwan became available too please help others effected. agent said hey there samuel we understand how important it is to having working internet especially while watching new shows please follow us and send a dm for further assistance thank you fiosfam dmw. customer said everyone follow these instructions and spread the word to so hopefully this can resolved eventually thank verizon for the response on the dmvs behalf. customer said that stinks. agent said providing excellent customer service is our highest priority samuel we definitely want to assist in helping you with your service needs please follow and dm us to start a private conversation cory,3438344,customer experienced an outage with verizon for the past mins. agent asks to follow and send a dm for further assistance.
customer said i have an outage in zip code area. customer said please confirm and respond with projected resolution time. agent said we do apologize for the inconvenience while we work hard to ensure you remain connected at times technology does experience issues we hope to have this resolved soon please be sure to check our my fios app for updates thanks for your loyalty we appreciate your patience dld eta within mins. customer said is this an outage or is my fios router gone bad. agent said this is currently an outage dld. customer said dld to you,3438349,customer needs help with fios router. customer has an outage in the zip code area. agent asks to check the my fios app for updates.
customer said hi wifi outage in alexandria va anyway you can help please. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. agent said hello dana thank you for messaging us today i know its important that you stay connected to clarify do you have fios service brianna. customer said yes verizon fios. agent said we have received a report of an outage we are working on restoring service now eta is for you can use this ticket number for reference and this link for status updates i apologize for any inconvenience this has caused wmj. customer said thank you,3438350,customer needs help with verizon fios. customer calls to fix the wifi outage in alexandria va. agent apologizes and asks to use the ticket number for reference and status updates.
customer said fios outage northern virginia second time in weeks. agent said i know how frustrating it can be to be without service whenever we receive reports of network disruption we upload and update them here for you to view and get details on restoral of service as soon as possible wmj. customer said this is honestly not at all helpful if service isnt restored by early tomorrow im switching to xfinity two weeks ago came home to an outage that lasted for days. agent said please follow us and send a dm so we can assist further wmj,3438360,customer needs help with fios. customer wants to know when the service will be restored. agent asks to follow and send a dm.
customer said same in arlington. customer said internet is down in arlington va seeing others are having the same issue in maryland and northern va. agent said we know its vital that you are connected to internet follow and dm us so we can look further into this with you brianna. customer said hello i live in arlington va and have no internet is there a outage in my area. agent said thank you for meeting me in a dm to clarify do you have verizon wireless smartphones tablet home internet or fios brianna. customer said fios. customer said chat is not working in the app. customer said internet in arlington is back on for me. agent said awesome glad to hear that you are up and running dld,3438371,customer needs help with verizon wireless smartphones. customer phones to report that the internet is down in arlington. agent answers the phone and tells that the internet is back on.
customer said can someone assist me. agent said hello ryan welcome to the social chat platform my name is darryl it would be my pleasure to assist you how can we help you today dmm. customer said internet not working. agent asked we know how frustrating it can be when your services are not working properly or out but we will do our best to get you taken care of please select this link to see if youre in an area that is experiencing service issues dmm. customer said no outage. agent asked what area are you located in ryan dmw,3438374,customer needs help with internet not working. customer tells Ryan the internet isn't working properly. agent will do their best to get him taken care of.
customer said can someone assist me. customer said can someone assist me. agent asked hello tai thanks for reaching out to us how may we assist you tonight kac. customer said hello im having issues to connect to internet. agent said we would love to assist and ensure that your internet is working are you seeing any lights on your router currently kac. customer said its red. customer said it looks like the problem solved it self thanks anyways. agent said awesome glad its back up let us know if you need anything in the future as were here for assistance when you need it kac. customer said thanks so much. agent said youre welcome have a great night and stay safe kac,3438375,customer needs help with router. customer assisting in connecting to the internet. agent replied we would love to assist and ensure that your internet is working.
customer said thank god for cell service and twitter cause my fiosapp says there is no outage but that is a lie maryland no internet. customer said internet is back i was not trying to explain to my yr old why roblix is not loading tomorrow thanks fios verizon dmv blackout. agent said great to hear services are back so you dont have to do some explaining you can also use the my fios app to test services and submit a ticket jra,3438378,customer needs help with internet. customer tells the internet is back. agent suggests use the my fios app to test services.
customer said verizon fios down in national capitol region md dc va. agent said hey there ian i know how frustrating it can be to be without service whenever we receive reports of network disruption we upload and update them here for you to view and get details on restoral of service as soon as possible dmw. customer said was up briefly down again. agent said im sorry to hear that ian please follow us and send a dm for further assistance dmw,3438382,customer needs help with verizon. customer is down and asks to send a dm for further assistance. agent replied we upload and update them here for you to view and get details on restoral of service as soon as possible.
customer asked verizon fios services down in virginia beach any eta of restore. agent asked hello ryan we know how frustrating it can be when your services are not working properly or out but we will do our best to get you taken care of please select this link to see if youre in an area that is experiencing service issues dmm. customer said i dont have to check its all over social media its down here. agent said understood restoration times can vary with outages there are some areas that are undergoing network upgrades for when the least amount of internet traffic is registering you are in one of those areas getting the network upgrade it is expected to complete in several hours if not sooner jra,3438393,customer needs help with internet traffic. customer says i dont have to check its all over social media its down here. agent asks verizon fios services down in virginia beach if eta of restore.
customer said hi our internet at home isnt working. agent said hey there mae thank you for reaching out to us tonight id be more than happy to assist you with your home internet are you located in the nova area dmw. customer said yes. agent said good morning mae thanks for joining me here through twitter thanks for reaching out to us i apologize there is an outage in your area and engineering is working to resolve the issue sorry for the inconvenience igs,3438396,customer says our internet at home isnt working. agent tells there is an outage in area and engineering is working to resolve the issue.
customer said help our internet is out. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said wifi. agent said hello thank you for reaching out i hope you have been doing well i am mj with verizon fios and will be taking great care of you today wmj. agent asked ill be happy to help see whats going on what city and state are you in wmj,3438397,customer needs help with wifi. customer phones for help because the internet is out. agent replied in order to get you to the right agent as quickly as possible.
customer said can you confirm whether fios is down in bethesda md. customer said is fios down in bethesda md. agent said hello dm and thank you for reaching out to us here please click the following link to check if there is anything going on in your area krt. customer said friday. agent said thank you for this information our techs are working hard to get this issue fixed for you the time provided is an eta there is a good chance that were able to complete the repairs before the time that is provided dmm,3438399,customer phones to confirm whether fios is down in bethesda md. agent replied our techs are working hard to get this issue fixed for you.
customer said i have no internet connection. customer said right. agent said good evening tanvir thank you for reaching out to us and sorry to hear about the trouble as we always want you connected we do have some network upgrades taking place what is your zip code jra. agent said thanks tanvir and my apologies your area is currently experiencing a network upgrade it is expected to complete in several hours if not sooner we appreciate your patience in the matter jra,3438403,customer has no internet connection. agent apologizes and says it's due to a network upgrade.
customer said we were gonna win a match and then internet went poof dont get me wrong i love you guys outages like this are pretty rare in our area but it is concerning as homes including ours are very dependent on home internet i hope it gets fixed overnight. agent said we apologize for the inconvenience yes we have received several reports in the area we currently have network techs dispatched working the issue we hope to have this resolved soon thanks for your loyalty and we appreciate your patience dld dld,3438405,customer apologizes for the inconvenience caused by the internet outage. agent replied we apologize for the inconvenience.
