Message,CaseNumber
customer said whats the best colour to have on the wall to get the best results of the amber lights. agent said hi mark the best color is white but any color works fine we even had good feedback with black walls best regards philips tv consumer care. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4565355
customer said michael jackson i love only you you must to be my housband fast i want fast have a children with you i want life with you in usa please send me fast interpol from usafrance and bring me to you to usa to your home please fast please i dont want life in poland help. customer said michael jackson i love only you you must to be my housband fast i want fast have a children with you i want life with you in usa please send me fast interpol from usafrance and bring me to you to usa to your home please fast please i dont want life in poland help,4565417
customer said weve had our ambilight tv for years absolutely love it it brightens the whole wall. agent said hi there thank you so much for writing your feedback here we are happy to learn that you are satisfied with your tv we hope it will serve you well we are here in case you need our help best regards philips tv consumer care. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4565482
customer said not the most special mushroom but still a beauty my personal choice essentials pro atinorthamerica mn fe dsrreefing reef salt aquaforesteu lid by philips orphekled dreambox skimmer return by royal_exclusiv_ wavemakers by ecotech_marine tunze_aquarientechnik zeewaternieuws royaltanksclub ricordea reef reeftank reefbastards reefporn reefaddict reefaquarium reefing royalexclusiv spscorals reefjunkie allmymoneygoestocorals lpscorals ilovereefing reefgeek tanked coraltank saltwateraquarium reefbuilders reefkeeping mushroom reeflife philipscoralcare reefoftheday eatsleepreef reefpack saltwatertank,4565496
customer said this is my all time fave bottle brushthis little gem is made by avent and in my opinion shes the best brush in the biz check it out for yourselfoh and did i mention the price is right philipsavent kidcentralsupply go to for how to what to and where to buy all your baby gear link in bio fill in the dropdown for discounts deals and news bottlebrush brush bestbrush baby babygear babystuff babyessentials babymusthaves babyguru thebabyguru canadianbabyguru canadian babyexpert babyindustryexpert ppq thebabygurucares thebabyguruknows learn safetyfirst babyregistry torontomoms torontoparents canadianmoms canadianparents,4565516
customer said cant reset my code for my mail so i can get a new code so i can login to philis hue app. agent said hello roberth thank you for sharing your experience with us we would like to ask you to share this along with your contact details via private message with our colleagues in the hue team here they specialize in smart lighting and will assist you as quickly as they can. customer said done. customer said asked for a pass reset on and not getting an email but asked that to them so im waiting thx,4565521
customer said hi i was wondering if you could help i received a toothbrush as product testing however the charger no longer works it is for the philips sonicare diamond clean my email is thank you. agent said hi rozmin thank you for reaching out we are very sorry to hear that you are experiencing issues with charger for your sonicare and we would gladly look into this can you please share with us a picture of the product details these are imprinted on the bottom of your toothbrushes handle in addition may we ask why do you think that issue lies with the charger of your toothbrush thank you in advance and looking forward to your response,4565721
customer said i keep being sent in circles by you case number. agent said hi josh this is isty were sorry if you have to go through all this and it has taken much of your time weve sent you a message on your instagram and we hope you received it stay safe and have a nice day. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4565902
customer said greetings i am really interested in purchasing a philips essential airfryer xl could you kindly provide locations of stores where i can purchase or your online store thank you. agent said hello obaro thanks for contacting us you can purchase the philips essential airfryer via this link or you can visit any spar mega plaza grand square next cash carry alwed roban stores matilda rozi colors or market square super market around you. customer said thank you. agent said youre welcome you can also use this link to find a store closest to you,4565905
customer said i am trying to set up my shaver in groomtribe app but it is not listed as product and is not found when searching. agent said hi there tom thats strange have you tried reinstalling the app and could you please provide us with the country that youre currently based in hope to hear from you. customer said i am trying to set up my shaver in groomtribe app but it is not listed as product and is not found when searching. agent said hello tom sorry to hear this have you tried reinstalling the app and could you please provide us with the country that youre currently based in hope to hear from you. agent said hi tom we were wondering if you managed to connect your shaver with the groomtribe app or do you need our further assistance awaiting your reply,4566099
customer asked is anyone available to chat. agent said hi there sherry thanks for your message is there something that we can help you with awaiting your reply. agent said hi sherry we were wondering if we could assist your with feel free to let us know. customer asked is anyone available to chat. customer asked is anyone available to chat. customer asked is anyone available to chat. agent asked hey sherry yes we are how can we help. agent said hello sherry we were wondering if you still need our help if so feel free to get back to us well do our best to reply within one hour thank you,4566199
customer asked who loves a pink coral uk reefing custom x x sponsors reef_zlements easyreefs lighting philips coral care reeffactory reef flare bar flow ecotechmarine aquaillumination ecotechmarine vectra return control reeffactory doser reeffactory kh keeper plus reeffactory thermo control coralcompassmarine camera iphone pro max camera app moment software snapseed reefkeeping reefpack allmymoneygoestocoral fishtank reefer aquarium easyreefs reefporn saltwateraquarium saltwatertank reeftank reefaquarium reeflife marineaquarium saltwaterfishtank keepitsalty reefaddict reefrevolution reef corals coralreef reefgeek instareef coralreeftank reefzlements philipscoralcare reefbuilders,4566207
customer said very few firms here stands up to the mark as they define themselves philips india is one of them innovation and you taking care of innovation as well as their customers through their both products and services way to go the team philips trimmer was my first trimmer and its still working and still using it such a quality with state of the art technology and cost effective products definitely deserve an applaud and shoutout dont even remember how many friends i have recommended this product and they have bought it good job. agent said glad to hear this and thanks for the kind words umang,4566226
customer said theres no link in bio and i cant find on website my month old was doing well with a size and then she tried a in the new nipples and she seems bored and dont want to work as hard i also breastfeed and i think my boob is faster than the bottle i love that they dont leak though should i try a size. agent said hi kristin we are sorry that you feel this way could you please elaborate on the issue you are experiencing please feel free to send us a private message and we will do our best to help you further hope to speak to you soon. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4566231
customer said ive had a philips tv for years and its still going strong. agent said hi there thank you so much for writing your feedback here we are happy to learn that you are satisfied by your tv we hope it will serve you well we are here in case you need our help best regards philips tv consumer care. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4566269
customer said pretty darn excited about this afternoons exclusive launch of philips latest and greatest new to market hot off the press philips airfryer on tvsn at live theyre just so pretttttty with all that fresh white and champagne coloured detailing the bump swipe and i cant wait to show you all the delicious things you can cook in it plus the surprise new inclusions you get with it airfyerobsessed,4566322
customer said guilt due to making an error while raising your little one can be heartbreaking while it is a journey that you have to experience and learn from on your own the philips sterilizer eases things a little bit by keeping all baby things sterilized and clean ditchtheutensil philipsaventsterilizer safetywithsterilizer philipsavent philipsaventindia breastfeeding babycleanupjourney beststerilizers momandbabyjourney motherhood parenting philipsavent_india,4566323
customer said motherhood is all about a series of mistakes till you finally figure out what works best for both the kid as well as the mother sterilization is one such mistake that a lot of mothers commit boiling a bottle is not enough to sterilize a bottle you have to properly do it to ensure your baby doesnt fall sick philips sterilizer helps you in that its minutes of sterilization is enough to kill bacteria and viruses that can act as monsters for your kids now say goodbye to worries with the philips sterilizer ditchtheutensil philipsaventsterilizer safetywithsterilizer philipsavent philipsaventindia breastfeeding babycleanupjourney beststerilizers momandbabyjourney motherhood parenting philips avent,4566325
customer said i like almost everything about this brewer my previous one was a keurig mybestkitchen and had a lot of issues this one is more basic but all the important features are there if i had to name something i found as a negative it would be the size of the water tank i was used to a larger one and have to fill this one daily as we drink large cups every morning but its a small thing in the grand scheme of things,4566356
customer said hi there ive been looking for the ultra air night dummies and cant find them anywhere could you tell me if im able to purchase them anywhere im in melbourne australia thanks. agent said hello samantha thanks for contacting us and for your question weve check this for you and you can find this specific ultra air pacifier only at retailers at the moment to buy this product you need to click on where to buy on this page we hope this helps. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4566371
customer said being a new mommy can be very overwhelming sleeping at odd hours to feed the baby cracked nipple soreness all of this together can be really stressful the philips breast pump eases things and makes pumping a pleasurable experience with no soreness or pain you can now pump at any time doing literally anything you want now continue living your life guilt free as your baby remains well fed and you remain forever happy philips avent philips india momjunction philipsavent philipsaventindia breastfeeding mybreastfeedingjourney breastfeedingissues breastpump bestbreastpump electricbreastpump sorenipples breastengorgement lowmilksupply breastfeeding breastmilk breastfeedingmom breastfedbaby philips breastfeedingjourneyknowaboutbreastpumps mybreastfeedingpartner philipsavent,4566375
customer said with this air humidifier is this filter the right one. agent said hi rachael thanks for reaching out yes the filter is compatible with the air humidifier we hope this helps feel free to get back to us if you have further questions. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. agent said hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,4566381
customer said hope it better than the i got last time not happy with it. agent said hello jeffrey thanks for your feedback our consumers opinion is very important for us and we are sorry to hear you were not satisfied with your shaver we would like to hear more so please tell us what the issue was with your product well be happy to assist. customer said norelco can i send youall my and trade it on this model not very happy with it bought new batteries for it and it still goes dead quick and replaced the head on it too. agent said hi jeffrey thank you for contacting us were sorry that you are not satisfied with your shaver if youd send us its model number and elaborate a bit on the issue you are facing we will take a closer look at how we could help you here hope to hear soon from you,4566382
customer said i like almost everything about this brewer my previous one was a keurig mybestkitchen and had a lot of issues this one is more basic but all the important features are there if i had to name something i found as a negative it would be the size of the water tank i was used to a larger one and have to fill this one daily as we drink large cups every morning but its a small thing in the grand scheme of things. agent said hello thanks for reaching out and sharing your feedback with all of us we are very happy with your honest opinion and we will grow with that we hope you continue to love our new coffee machines thanks a lot,4566393
customer said i like almost everything about this brewer my previous one was a keurig mybestkitchen and had a lot of issues this one is more basic but all the important features are there if i had to name something i found as a negative it would be the size of the water tank i was used to a larger one and have to fill this one daily as we drink large cups every morning but its a small thing in the grand scheme of things. agent said hello isabella thanks for your precious feedback we are happy to hear you are enjoying your lattego feel free to reach out to us if you have any questions,4566397
customer said breastfeeding is the most essential part of motherhood but it can come with an endless amount of pain and discomfort the philips breast pump helps ease this and make your journey nothing but beautiful philipsavent_india philipsavent philipsindia momjunction philipsavent philipsaventindia breastfeeding mybreastfeedingjourney breastfeedingissues breastpump bestbreastpump electricbreastpump sorenipples breastengorgement lowmilksupply breastfeeding breastmilk breastfeedingmom breastfedbaby philips breastfeedingjourney knowaboutbreastpumps mybreastfeedingpartner philipsavent,4566498
customer said this replaced a smaller keurig that i owned for years mybestkitchen i wanted the convenience of the water receptacle and while this unit is much larger than the previous one im very happy with my purchase the only downside to this larger model is having to move it from under the cabinets to place the pod and refill it i was able to rectify this by purchasing glide mats for small appliances now its perfect,4566500
customer said hello i am really interested in your bean to cup lattego coffee machine but its says that its not in stock can you please tell me will be stock soon. agent said hello aneliya thanks for reaching out and showing interest in this great machine unfortunately this coffee machine is indeed out of stock to be able to receive updates about the availability of this product you can click the notify me button and enter your email address you can do it by using this page link we hope this helps and please feel free to get back to us we strive to always help you here,4566598
customer said gnocchi pasta aka knot pasta homemade pasta mixed with sacla_au pesto and combined with onion carrot zucchini tofu garlic served with crusty bread and topped with mylifebio marinated feta takes mins to make and seconds to consume love the gnocchi shape of pasta as its little hallow shape gets filled with sauce or veggies when mixed and its like eating stuffed pasta so delicate but so cute i made it using my philips pasta maker and pastidea_official gnocchi extruded die vegan veganfood vegandinner veganpasta veganitalian veganitalianfood pasta gnocchi pesto pestopasta dairyfree vegancheese vegansofig vegansofinstagram vegano whatveganseat plantbased plantbasedfood plantbaseddiet vegetarian tofu hiddenveggies pastamaker vegansofaustralia australianvegan heartbeetvegan,4566688
customer said hi my dad has this old razor is there still appropriate replacement blades available or is there another similar model with the same power hes tried some models but finds them too slow. agent said hello samuel thanks for reaching out since that is quite an old model and has been discontinued there are no replacement blades available however you can consider this similar shaver model we hope this helps feel free to contact us if you have further questions,4566703
customer asked i cant login and register my product since days whats wrong. agent said hello thanks for getting in touch and we are sorry to hear about your registration issue well be more than happy to help you could you please send us a private message and give us more information about the issue itself thanks a lot in advance. agent said hello we hope youre doing well we were wondering if we could still be of assistance to you if so please feel free to reach out to us at any time. customer said thanks for caring i registered my product day before yesterday. agent said glad to hear this vanshika thanks for letting us know feel free to reach out again if you have any questions,4566708
customer said that light at the back would be far too distracting for me. agent said hi there ambilight can be turned off when using the tv it can also be left on while listening to music best regards philips tv consumer care. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4566922
customer said just a small overview but currently the tank is quite empty its almost time for the reef structure rescape my personal choice essentials pro atinorthamerica mn fe dsrreefing reef salt aquaforesteu lid by philips orphekled dreambox skimmer return by royal_exclusiv_ wavemakers by ecotech_marine tunze_aquarientechnik zeewaternieuws royaltanksclub reefscape reef reeftank reefbastards reefporn reefaddict reefaquarium reefing royalexclusiv spscorals reefjunkie allmymoneygoestocorals lpscorals ilovereefing reefgeek tanked coraltank saltwateraquarium reefbuilders reefkeeping aquascape reeflife philipscoralcare reefoftheday eatsleepreef reefpack saltwatertank,4567017
customer said russian troops have launched a military offensive against ukraine crossing its borders and bombing major cities we ask the whole world to help us defend ourselves from the russian occupation your sanctions do not help putin continues to fire on the population of ukraine nato un osce please deploy peacekeepers in ukraine this is the russian military occupation of ukraine the independent state of ukraine,4567086
customer said hello i am trying to contact your support call center and having an issue where the line keeps disconnecting before i can speak with an agent. agent said hello thank you for reaching out to us we are sorry to hear about this and can understand your frustration however we are more than capable to assist you further here could you elaborate on the issue you are facing please this is so that we could help find a solution for you many thanks in advance. customer said hi there i have been in contact with someone via facebook sorry i messaged both social medias because i wasnt sure which could answer me thank you. agent said no worries thank you for letting us know we will continue our conversation on facebook,4567434
customer said a bit unusual paired with signify as we are dealers for both we have been able to get the job finished for the customer despite not being able to supply us with the dimmers due to stock shortages for more information visit our website at for more information or to make an enquiry smarthomes philipsappliances surreyfamilies susexfamilies dubaidevelopers abudhabidevelopers propertydevelopment luxuryproperty newhomes smarttechnology interiordesign propertyinvestments celfi phoneboost betterwifi fixyourwifi sussexhomes surreyhomes londonhomes londonfamilies surreyfamilies sussexfamilies smartlighting comfortableliving smartproducts,4567442
customer said hey philips norelco im davey account executive we are a digital marketing agency that specializes in celebrityinfluencer marketing public relationsdigitalprintradiotv im always looking to add to my network are you open to getting connected. customer said hey philips home living im davey account executive we are a digital marketing agency that specializes in celebrityinfluencer marketing public relationsdigitalprintradiotv im always looking to add to my network are you open to getting connected,4567455
customer said does this warmer fit other bottles as well. agent said hi laura thank you for your question this bottle warmer is compatible with any philips avent bottles except the philips avent ml bottles storage cups food jarstins as well as any other brand of baby bottles which fit in the bottle warmer in addition to that you can put polypropylene glass or silicone bottles in the bottle warmer we hope this clarifies your question,4567488
customer asked were totally in love looking for a blow dryer that wont fry your hair popxorecommends dyson_india airwrap and hair styler rs ikonic_professional hd pro hair dryer rs philipsindia hair dryer rs tag someone whod get this hair transformation done mustafaavci popxobeautymemes popxobeauty beauty beautymemes hairtranformation hairmemes hair haircut relatablememes blowdry haircaretips salonhair,4567569
customer asked is anyone available to chat. customer asked how do i register the two so i are toothbrushes we bought on. agent asked hi sylvia thanks for reaching out in order to register your products you can simply follow this link and sign into your account or create a new one if you havent done so yet after that you can simply follow the provided instructions we hope this answers your question. agent said hi sylvia are we still able to be of assistance if so feel free to reach out. customer said i found it too confusing and difficult to register our sonicares forget it. agent said were sorry you feel this way sylvia should you change your mind feel free to let us know which part is giving you trouble wed be happy to help,4567596
customer said hi its been two weeks but im yet to receive my refund. agent said hi rory ive asked my colleagues to look into this well get back to you as soon as possible with an update cheers will. customer said okay. agent said hi rory this is regina reaching out the waiting time for a refund is working days so you should be able to see the amount in your funds by the end of next week if thats not the case please reach out to us again my colleagues and i cant do anything on our end to speed up the process im sorry if this has taken longer than expected but sometimes the refund process can experience some delays i wish you a lovely sunday kind regards regina. customer said i will keep an eye thanks,4567691
customer asked this is great how do i go about ordering one for my practice. agent said hello thank you for reaching out we would be happy to help could you let us know your country of residence well be able to assist you further here. customer said hi im based in london uk. agent said thanks for your response we recommend you reach out to the contacts on this page they should be able to assist you further with your inquiries hope this helps,4567768
customer said hey. customer said ik krijg mijn hue sync niet opgestart. customer said ik heb in mijn ogen lampen met kleurfunctie. customer said maar de app geeft aan dat ik lampen met kleur functie heb. customer said ik heb deze lampen. agent said hoi jeroen bedankt voor je bericht in dit geval raad ik je aan om direct contact op te nemen met het hue team je kunt ze bereiken op maandag tm vrijdag je kunt ze ook contacteren via social media dat kan via facebook twiiter of instagram mijn collegas daar helpen je graag verder met je probleem fijne avond groeten luc. customer said top. customer said thnx,4567879
customer said hi do toi have a distributor in morocco market. customer asked hi do you have any distributor of your toothbrushs in the moroccan market. agent said hello thanks for your message can you please clarify if you are looking for a store where to buy philips toothbrushes if not can you please explain the nature of your request thank you. customer said youre welcome im looking for a store here in morocco to buy your toothbrush. agent said hi thanks for your reply allow us to take a closer look at your request and well get back to you as soon as we can. customer said ok thank you. customer said hi im waiting your reply,4567951
customer said reposted from dnastrandsproductions breeder is available on darkmatterfreetv the found worldwide on itunes appstore apple appletv androidtv__ googleplay googletv amazonfiretv rokuplayer and on tv samsung vizio philips tclelectronics hisense_electronics jvcprousa hitachi sony lg_italia toshibausa and. customer said reposted from dnastrandsproductions breeder is available on darkmatterfreetv the found worldwide on itunes appstore apple appletv androidtv__ googleplay googletv amazonfiretv rokuplayer and on tv samsung vizio philips tclelectronics hisense_electronics jvcprousa hitachi sony lg_italia toshibausa and,4567952
customer said hi i would like to know the difference between these two models please. customer said i thought it was the lamp flashes but on the comparison its says they both have the same amount of flashes. agent said hi bianca thank you for reaching out two of these lumea models are indeed very much alike we would say the biggest difference between them is that is our only cordless ipl which makes it easier to treat your body hair anywhere in your home we hope this helps. customer said i see but in terms of performance its just as good as the prestige model. agent said hi again bianca they give the same results but have different attachments hope this helps. customer said thank you. agent said happy to be of help,4568054
customer asked how do i find out if my machine is affected. agent said hi petra thank you for reaching out can you please let us know which machine you are referring to thank you in advance and looking forward to your reply. customer said my cpap dream station. agent said hi petra thank you for reaching out you can find more information on our dedicated support page please consider reaching out to the provided contact information on the page where our dedicated support team will be able to assist you further,4568070
customer said i have a confirmation number for the recall that i did days ago and i have no idea what to do next or how long i have to wait can someone tell me whats going on. agent said hi kirk we understand that waiting for news about when and how your device will be repaired or replaced can be frustrating while we have already started to ship replacement devices in several markets philips is currently unable to confirm individual repair or replacement timeframes our aim is to provide further clarity on ship times in the future as we continue to ramp our production capabilities,4568090
customer asked what is the fee eta for my wifes replacement cpap you already have all relevant information. customer said estimated. agent said hi william our intention is to complete the replacement program as quickly as september we communicated that we have initiated replacement programs in the majority of the affected markets including the us and expected to complete the replacement process within months we remain committed to that goal we have significantly increased our production service and rework capacity and are intensifying our outreach to our customers and their patients for more information and updates please. customer said same ole same ole,4568094
customer said philips sleep wellness its been a year and still dont have my replacement. agent said hi helen were sorry to see we havent been able to inform you on any recent updates if you havent already please register your unit via the registration portal on our website here after which we will consult with your dme to determine the next steps in the replacement process if they authorize us to replace we will contact you about the status and the expected timeframe it may take some time to establish this timeframe so please make sure to complete this step as soon as you can. customer said philips sleep wellness i registered last july,4568124
agent said hi thank you for this comment we always aim to provide a great experience and are very grateful when we receive feedback like this from our customers best regards philips tv consumer care. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4568142
customer said hello may i know where can i find replacement parts in saudi arabia khobar i have a electric shaver the shaver head got rusty and im looking for a replacement for it. agent said hello thank you for contacting us you can visit the nearest service center in eastern province at ensure services arabia llc hail centre damamkhobar highway rakha crossing road al khobar from to sunday to thursday map,4568175
customer said is this private i thought it was. agent said hi angie we understand your concerns and we are treating this matter with the highest possible seriousness and are working to address this issue as efficiently and thoroughly as possible to assist you we would need further information to help in this regard what we need your contact informationemail address date of purchase of the philips products in question serial and any details upon medical follow ups so we can follow up if available what would be the best contact for your attorney we will make sure we assist in the best way possible,4568252
customer said they are not dedicated i have been struggling to breathe at night i wake up tired something needs to be done i ordered new filters but i could not get enough oxygen i had to go back to using the recalled device or die. agent said hello linder we appreciate the urgency of the situation so please wed like to make sure and check if youve completed the registration process via our website if so and if your dme authorizes us to replace the device we will update you on the status and expected timeframe this might take a little time unfortunately but is necessary for us to move forward,4568259
customer said oi. agent said obrigado por chamar a philips bom dia para abertura de chamado tcnico ou posicionamento por favor informe o cdigo do equipamento ou n do chamado. customer said no intendir. agent said qual o modelo do seu equipamento ou produto por favor. agent said tratase de um televisor. customer said sim. agent said este canal de atendimento exclusivo para produtos da linha hospitalar equipamento de ressonncia magntica ultrassom tomografia respiradores para contato sobre a linha tvs peo gentileza contatar grande so paulo para as demais regies link do site para suporte tv,4568295
customer said hi honey i am i live in germany i want to cooperate with you instagram account tiktok account if you like my page please tell me so that i can send the address and write to me your conditions and the hashtags that you want me to write as well as the page that i will refer to if i want to check where my followers are coming from i can send u my insights instagram and tiktok thanks for your time,4568299
customer said hi i need you maintece specialist email to explain dome issues with simplygo mini device thanks. agent said hello thanks for getting in touch could you please provide us with the country that youre currently based in this way we can connect you with our local product experts to look into this further hope to hear from you soon. customer said saudia arabia. customer said if any one contact me from your company in saudi arabia i will be thankful. agent said hi again we advise you to contact our local colleagues for further assistance here hope this helps. customer said thanks a lot. agent said happy to be of help,4568303
customer said a babys immunity is very fragile they can easily fall sick and hence taking extra care for them is very important therefore ensuring whatever they use is properly sterilized is a must boiling feeding bottles is never enough as bacteria tends to stay on them infecting the baby with harmful bacteria and viruses the philips sterilizer helps in easing this process by completely making everything bacteria free within minutes if you are looking for an extra helping hand to ease motherhood for you look no further this is it ditchtheutensil philipsaventsterilizer safetywithsterilizer philipsavent philipsaventindia breastfeeding babycleanupjourney beststerilizers momandbabyjourney motherhood parenting philips avent,4568359
customer said there is nothing as heartbreaking as watching your fragile little baby fall sick causes can be many but an infection is the most common the philips sterilizer helps keep bacteria away by sterilizing all baby needs and leaving you comfortable and completely worryfree at all times ditchtheutensil philipsaventsterilizer safetywithsterilizer philipsavent philipsaventindia breastfeeding babycleanupjourney beststerilizers momandbabyjourney motherhood parenting philipsavent_india,4568360
customer said i filed the recall report for my cpap months ago and still nothing. agent said hi johnny we understand that waiting for news about when and how your device will be repaired or replaced can be frustrating while we have already started to ship replacement devices in several markets. agent said philips is currently unable to confirm individual repair or replacement time frames our aim is to provide further clarity on ship times in the future as we continue to ramp our production capabilities. customer said been trying to get ahold of customer service and resorted to twitter hopefully this gets resolved soon not a fan of breathing in foam i already get migraines,4568399
customer said i filed my recall for my cpap is there any update why no one is getting their replacements. agent said hello and thanks for reaching out johnny if you have registered your product via the portal on our website we will consult with your dme to see who will manage your replacement if they authorize us we will reach out and update you on the status and the timeframe this is a necessary step and might take some time,4568402
customer said motherhood shouldnt bring a full stop to your career or life however constantly being available to feed your baby while the nipple remains cracked can be nauseating the philips breast pump eases this feeling and makes the journey comfortable and memorable philipsavent_india philipsavent philipsindia momjunction philipsavent philipsaventindia breastfeeding mybreastfeedingjourney breastfeedingissues breastpump bestbreastpump electricbreastpump sorenipples breastengorgement lowmilksupply breastfeeding breastmilk breastfeedingmom breastfedbaby philips breastfeedingjourney knowaboutbreastpumps mybreastfeedingpartner philipsavent,4568406
customer said i would like to purchase philips oxygen concentration unit ever flo. agent said hello vighnesh thanks for your interest may we know in which country you are located please. customer said indiastate gujarat and district vadodarapin code. agent said thanks for your confirmation vighnesh you can find the appropriate contact number on this page we hope this helps feel free to reply if you have any further questions,4568410
customer said i dont get my refund. agent said hello again alaa im sorry to hear you still have not received your money the refund request was accepted of january but it seems like it later got stuck in a manual routine review i have informed our warehouse and expects this to be resolved shortly will contact you again once i know more oscar. agent said hello again the issue have now been resolved and should expect to see the refund within working days oscar,4568520
customer said good morning my personal choice essentials pro atinorthamerica mn fe dsrreefing reef salt aquaforesteu lid by philips orphekled dreambox skimmer return by royal_exclusiv_ wavemakers by ecotech_marine tunze_aquarientechnik zeewaternieuws royaltanksclub tangfish reef reeftank reefbastards reefporn reefaddict reefaquarium reefing royalexclusiv zoanthusgarden zoanthids allmymoneygoestocorals lpscorals ilovereefing zoanthus tanked coraltank saltwateraquarium reefbuilders reefkeeping gemmatum reeflife philipscoralcare reefoftheday eatsleepreef reefpack saltwatertank marinefishandcoral zeewaternieuws aquariumhobby aquaplanetaquarios,4568604
customer said couldnt see the pasta maker is there a separate link please. agent said hi kris thanks for your interest in our pasta maker could you confirm your country of residence in a private message we can then provide you with the most suitable link we look forward to your message. customer said philips home living thanks im in the uk. agent said thank you for letting us know kris here is a link to our collection of pasta makers you can also find all available accessories there we hope this helps if you have any additional questions wed be happy to assist you. customer asked philips home living brilliant thank you have a great weekend. agent said youre welcome kris have a great weekend and have fun making your own pasta soon,4568649
customer said trimmer head. customer said trimmer head series. agent said hello zahid thanks for your message is there something which we can help you with feel free to reply with more details and we will do our best to assist you. agent said hi zahid we were wondering if we can still help you if you need replacement blades for your shaver the compatible models are and if this is not what you are looking for please tell us which specific shaver model you have and where you are located thank you,4568778
customer said good morning i need a replacement foil blade for my philips razor the model is a but im having issues finding this part on the website please could you send me a link to purchase this from your website please kind regards dom. agent said hello dominic thanks for contacting us wed be happy to help you here is this the part that you are looking for feel free to ask any other questions you may have. agent said hi dominic we were wondering if you found what you were looking for please feel free to let us know. customer said hi there as long as that part is compatible with the i will place an order. agent said you can see that your model is compatible on this page dominic feel free to reply if you have any further questions happy shaving,4568843
customer said hi plz price of in steriliser. agent said hello were glad to know youre interested in philips products to better assist you please provide us with your country of residence. customer said lebanon. agent said thank you for sharing the details it is sold at mothercare baby shop the baby company and major pharmacies. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4568917
customer said pasta e bastaalmost the weekend what a better way to start it than by enjoying some veggie pasta with friends the pasta is homemade here too thanks to the philips pasta maker add to that a homemade tomato sauce seasoned with a lot of basil some black olives parmesan bon apptit amsterdam amsterdamfood pasta pastarecipe bonappetit homemade homemadefood amsterdamcity weekend tgif fridaymood,4569051
customer asked hello pls how can i have your focal point number in lebanon if i want to buy from your products thank you. agent said hello were glad to know youre interested in philips products to better assist you please provide us the product name that youre looking for. customer said hello im looking for the baby products avent products i want to ask about the offers that you have to decide what i want thank you so much for your support. agent said please provide us your country of residence. customer said lebanon. agent said it is sold at mothercare baby shop the baby company and major pharmacies,4569201
customer said dear pathologists dear computerscientists esdip is pleased to announce you a first part of the sponsors who will be with us at and will show all their incredible innovations in digitalpathology computationalpathology and artificialintelligence applied to pathology stay tuned to get to know the other sponsors and dont forget to register for the congress and submit your excellent abstracts ltd leica biosystems leica microsystems philips aiforia technologies visiopharm hamamatsu corporation fujifilm italia fujifilm middle east indica labs japan fraunhofer item klinische atemwegsforschung fraunhoferinstitut fr techno und wirtschaftsmathematik itwm sysmex asia pacific pte ltd aignostics,4569328
customer said i have what seems to be a cardboard record that was apparently a gift with one of the original electric norelco razors it still plays it is bing crosby and other famous singers doing a jingle about shaving in the morning interest. agent said hello wayne thank you for contacting us and what a nice and interesting proposal you certainly have a relic on hand unfortunately for us were not interested but we bet anyone should be thank you so much for your question and have a nice day,4569386
customer said yes im here to chat. agent asked hello rich thanks for reaching out to us again how can we help you. customer said tell me when i am getting my replacement device. customer said waiting. customer said national does not work. customer said makes no sence. customer said looks wierd. customer said sorry wrong thread. customer said of u. agent said hi rich we understand that waiting for news about when and how your device will be repaired or replaced can be frustrating while we have already started to ship replacement devices in several markets philips is currently unable to confirm individual repair or replacement timeframes our aim is to provide further clarity on ship times in the future as we continue to ramp our production capabilities,4569406
customer said so after trying to find out where my replacement bipapmachine is with your agent that has no answers other than you registered your machine in august is unacceptable what bad customer service from your company no answers at all its there is a list so when. customer said terrible customer service no one no anything other than you will get a replacement sometime i use my machine hours a day not good at all ive been patient for almost months,4569436
customer said what a joke customer service isi call your cs directly your resporonics division says it experiencing problems so email what a jokeanother option puts back to the party registration company you hired that has no answers other that you will get your machine. customer said your party registration company for the cpap recall only answer is you will get your replacement machine by the end of the year oh great months to go do you know when so bad. customer said no tracking numberjust reg number that gives no info at all bad,4569482
